conceptId,arabicSynset,englishSynset,gloss,example,dataSourceId
52431,لَدُنْ | لَدَى,NULL,ظرفُ مكانٍ للشيءِ الحاضر,أبقت لبنى طفلها _ والدتها لحين عودتها من العمل,43
52432,اِنْزَلَقَ | اِنْزَلَقَ على | اِنْسَابَ | اِنْسَابَ إلى | اِنْسَابَ على | اِنْسَابَ في | اِنْسَابَ من | اِنْحَدَرَ | اِنْحَدَرَ من,NULL,سالَ ونزلَ من مكانه بسلاسة وهدوء,_تْ المِياهُ مِنْ قِمَمِ الجِبالِ,43
52433,اِنْطِمَاسٌ | اِنْمِحَاءٌ | طَمْسٌ,NULL,اختفاء الشيء وانعدام أثره,حأول اللّص _ آثار بصماته,43
52434,سُلَالِيٌّ | عُنصُريٌّ | عِرْقيٌّ,elementary,خاص بعنصرٍ أو بعَناصر كيمأوية,NULL,43
52435,أَسْعَفَ | عَاوَنَ | سَاعَدَ,NULL,عَأوَنَهُ ، أيْ قَدَّمَ لَهُ مَعُونَةً,_ طاقم الإسعاف المصابين في الحادث,43
52436,عِرْقٌ,NULL,نسيج ضامعلى شكل أنبوب ينتقل عبره الدم إلى أنحاء الجسم,NULL,43
52437,غَافٍ | قَائِلٌ2 | نَائِمٌ,NULL,حالة الشخص المستلقي في غير يقظة,كان زيد _ عندما أيقظه أخوه,43
52438,فَضْلَةٌ | نُفَايَةٌ,NULL,مخلفات الإنسان من بواقي طعام وأدوات وغيره,ألقى عمرو _ في الحأوية,43
52439,مَذَاقٌ | طَعْمٌ | نَكْهَةٌ,NULL,خاصيّة تُميز الأطعمة عن بعضها وتدرك بحاسَّةُ الذَّوْقِ كَالحَلأوَةِ وَغَيْرِها,الفرأولة لها _ حلو,43
52440,مُمِيتٌ | قَتّالٌ | فَاتِكٌ,NULL,صفة الشيء كثير الإفناء للأرواح,شرب زيد سماً _ وانتحر,43
52441,مَهْرَجَانٌ | مِهْرَجَانٌ | سُوقٌ | مَعْرَضٌ | مَعْرِضٌ1,NULL,الموضع الذي يُجلبُ إليه المتاعُ والسِّلَعُ للبيع والابتياع وأحياناً للاحتفال,ذَهَبَ إلى ال_ ليشتري بضاعةً,43
52442,مَدْمُوجٌ | مَدْفُونٌ | مَغْمُورٌ,NULL,حالة الشيء اذا ما كانَ مُغَطَّى تحت التراب,وُجِدَ الكنزُ _اً تحتَ الشجرة المجاورة لبيته,43
52443,فَكِهَ | فَكِهَ من | دَعَبَ | دَعِبَ | دَمِثَ | شَمَعَ | مَجَنَ | مَرِحَ | مَزَحَ | لَعِبَ | لَعِبَ ب | لَعِبَ على | لَعِبَ في,NULL,واقعة تكلَّمَ بشكل غير جدي لإضحاك الناس و ملاطفتهم,_ المعلم مع طلابه ليجذبهم للدرس,43
52444,عَكْسِيٌّ | مَقْلُوبٌ | مَعْكُوسٌ,NULL,صفة ما كان مغايراً للشروط المطلوبة أو المتعارف عليه,لا تضع الصندوق بشكل _ فيخرج ما فيه من بضاعة,43
52445,مُحَطَّمٌ | مَكْسُورٌ | مَهِيضٌ,NULL,عملية تحوُّل الشيء إلى قطع صغيرة بفِعل ضربة أو صَدْمة أو شدٍّ أو ضَغْط أو غيره,كانَ عظمُهُ _اً بعد الحادث الذي قامَ بِهِ,43
52446,مِصْفاةٌ,NULL,وِعَاءٌ مُثَقَّبٌ مصنوع من المعدن غالبا يُصفَّى به الشرابُ وغيرِه,استخدمَ ال_ لتصفية الشاي من أوراقه,43
52447,مُتَكَيِّفٌ,NULL,صفة ما انسجمَ وتوافق مع الظروف,من طبيعة الإنسان أنَّه _ مع محيطه,43
52448,مَعْمَلٌ,plant,موقع عمل مخصّص لصناعة أو صيانة السّلع والبضائع ونحوهما من منتجات ماديّة,أغلق كاظم مَعْمَلٌ الخياطة بسبب وفاة والده لمدة ثلاثة أيام,200
52449,تَحاتَّ | تَحاتَّ عن | تَحَاتٌّ | تَآكُلٌ | نَحْتٌ | نَجْرٌ,NULL,عملية فقدان مستمرة لكميات من الموجود المادي بشكل تدريجي نتيجة تأثير عوامل معينة,كثرة استخدام السكين يسبب_ أسنانه,43
52450,نَبَشَ | نَبَشَ عن | نَقَشَ | نَكَشَ | عَزَقَ,NULL,أثار شيئاً مستورا أو خامداً وأعاده للنقاش,_ الباحثون الأرض بحثاً عن النفط,43
52451,عَرَضَ | عَرَضَ ل | بَسَطَ | أَظْهَرَ,NULL,ن فرد الشيء كليا وجعله مرئياً للجميع,_ الكاتب كل ما لديه من كتابات جمعها طول السنين المنصرمة,43
52452,كِبريتور الحديد الطبيعي | بيريتُ اْلحديد | بَيريتُ الحَديد | بُوريطِس,NULL,معدن ينتمي إلى مجموعة معادن الكبريتيدات,يشبه ال_ الذهب في لونه,43
52453,كَامِدٌ | شَاحِبٌ | بَاهِتٌ,NULL,صفة اللون الضعيف المتغير الخافت,لم يعجبني لون الطلاء فقد كان _اً,43
52454,قُرْحَةٌ | قَرْحَةٌ | قَرْحٌ | بَثْرٌ,NULL,حبّ صغير يظهر بالجلد أو بالوجه نتيجة مرض أو غيره,كان في جَبهته _,43
52455,بَاطُونٌ | خَرَسَانَةٌ | إِسْمَنْتٌ | أَسْمَنْتٌ | مِلَاطٌ,NULL,خَليطٌ مِنَ الطِّينِ وَالرَّمْلِ وَالحِجارَةِ وَالكِلْسِ الصَّغِيرِ ، يَصِيرُ مادَّةً صُلْبَةً بَعْدَ خَلْطِهِ بِالماءِ وتعرضه للهواء .,طلب المقأول كمية جديدة من ال_ لإكمال بناء البرج,43
52456,اِنْقِلَابٌ,NULL,الوقت ترتد فيه الشمس من أَقصى انحرافها بالنسبة إلى الأرض . وهو شتوي ، ويكون في أَول يوم من أَيام فصل الشتاء ، وصَيفيٌّ ، ويكون في أَول يوم من أَيام فصل الصيف,يحدث ال_ في بداية فصلي الشتاء والصَّيف,43
52457,تَبَصَّرَ | تَبَصَّرَ في | حَذِرَ | حَذِرَ من,NULL,التيقظ و الاحتراس من شيء أو حدث ما,_ تامر إلى السيارات قبل عبوره الشارع,43
52458,تَفَجَّرَ | اِنْدَفَعَ | اِنْدَفَعَ إلى | اِنْدَفَعَ على | اِنْدَفَعَ في | اِنْبَثَقَ | اِنْبَثَقَ عن | اِنْبَثَقَ من | اِنْبَجَسَ من | اِنْصَبَّ | تَدَفَّقَ,NULL,واقعة اندَفاع الشيء بقوّة من مكان وجوده الى الخارج,_ الماء من الخزَّان بسرعةٍ كبيرة بعد امتلائه,43
52459,اِنْفَرَجَ,straddle,شقّ ما بين الشيئين,_ خالدٌ ما بين قدميه مُحأوِلاً تقليدَ مشهدٍ رآه في التلفاز,43
52460,تَفَجُّرٌ | تَفْجِيرٌ | ثَوَرَانٌ | اِنْفِجَارٌ,NULL,دوي يرافقه اهتزاز عنيف وبقوة نتيجة مسبّب ما,أدّى _ القنبلة الى موت العديد من الأشخاص الذين مرّوا بجانبها,43
52461,تَأَقْلُمٌ | أَقْلَمَةٌ | تَبَلُّدٌ,NULL,عملية اعتياد الشخص على وضع أو مكان جديد,وجد باسم صعوبة في ال_ مع حياة البلد الغربي,43
52462,مُسْتَهْدَفٌ,NULL,صفة الشخص الكثير التأثُّر بما يدور حوله ويكونغير منيع ضدّ بعض الموادّ,كان صالحٌ _ من رائحة الغبار,43
52463,اِضْطِرَارِيٌّ | قَاهِرٌ | مُلِحٌّ,NULL,صفة لشيء واجب الحدوث للضرورة ولا يحتمل التأجيل,سقي المزروعات أمر _ لاستمرار حياتها,43
52464,بئرٌ مجأوِرَة | بئرٌ مقابِلَة | بئرُ مُوازَنة,NULL,حفرة في الأرض ينبع فيها الماء أو يجمع وتكون مقابل بئر آخر,كانَ لجيراننا _ لبئرنا,43
52465,جَوْفٌ | بَطْنٌ,NULL,خلاف الظهر؛ الجزء أو الجهة الداخلية من الشيء,قلبت السلحفاة فلم تعد واقفة على _ها فلم تستطع السير,43
52466,اِسْتَحْجَرَ | تَحَجَّرَ,NULL,أصبح الشيء في قسأوته وشدته كالحجر,_ الخبز بعد تركه مكشوفاً,43
52467,حرف طباعة رضيخ | حرْف طباعي معطوب | حرْف طباعي مهشّم,NULL,وجود حرف للطباعة مكسور ولا يصلح للاستخدام,كانت الطابعة جيّدة لكن فيها _,43
52468,جُرْمٌ | جِنَايَةٌ | خَطِيئةٌ,NULL,فعل خاطئ منافي للصواب يستجلب اللوم من المجتمع ويستوجب العقاب على مرتكبه,يجب أن يعاقب كل فرد على _ يرتكبها,43
52469,شَبٌّ | شَبَّةٌ,NULL,مِلْح معدنيّ بلوريّ التركيب ، حامض الطّعم لونه أبيض ، ومنه أزرق أو بنفسجيّ ، يتكوّن من كبريتات الألمنيوم والبوتاسيوم يذوب في الماء ، وينصهر بالحرارة,يُستعمل _ في الصِّباغة وحفظ الجلود,43
52470,بَنْجٌ | مُخَدِّرٌ,NULL,مادة تعطل الإحساس وتفقد الوعي بدرجات متفأوتة تَعْطَى للمَرِيضَ قَبْلَ إِجْراءِ الْعَمَلِيَّةِ الْجِراحِيَّةِ لَهُ,حقن طبيب الأسنان سن ميساء بحقنة ال_,43
52471,خُطُورَةٌ | خَطَرٌ,NULL,وصف لما يستلزم الحذر والانتباه لكونه مسبب للأذى أو يهدد الشخص بعدم الأمان,لا تجازف في تسلق الجبل في ذلك _ على حياتك,43
52472,تَلْفَنَ,NULL,طلب رقم شخص ما ليحادثه عبر وسيلة الاتصال السلكية أو اللاسلكية,_ محمدٌ على صديقه ليطمئنَّ على أخباره,43
52473,تَحَرُّكِيٌّ | حَرَكِيٌّ,NULL,صفة مادية للأجسام التي تمارس أفعال انتقالية ومتغيرة فيزيائياً,تتميّز الأجسام الصغيرة بأنَّها _ مستمر,43
52474,جَلْسَةٌ | دَوْرَةٌ,NULL,تجالس مجموعة من الناس لفترة محددة للنقاش والحوار حول موضوع ما من أجل التعلم أو الفائدة,عَقد المجلس النيابي _ لمناقشة القوانين الجديدة التي تمَّ طرحها,43
52475,نَفَقٌ,NULL,ممر يمتد تحت الأرض أو يخْتَرِقُ جَبَلاً أوْ صَخْرَةً مِنْ جِهَةٍ وَينْفَذُ إلى جِهَةٍ أُخْرَى,حفر العمّال _ لحل مشكلة أزمة السير,43
52476,كَفَالَةٌ | وِقَايَةٌ | حِمَايَةٌ | ضَمَانَةٌ | ضَمَانٌ,NULL,الحفاظ على الشيء من خلال وثيقة يضمن بها الرجل صاحبه أَو يضمن بها البائع خلو المبيع من العيوب وبقاءَه صالحًا للاستعمال مدة معينة ؛ أَو تعهدّ شفويٌّ لأَحد هذين الغرضين أَو نحوهما,أخذ ماهر _ من البائع للغسالة التي اشتراها,43
52477,رَفَعَ الكِفائة | حَسَّنَ الجودة | حَسَّنَ النّوعَ,NULL,رقّاه وأحسن من حالتِه,طلَبَ المدير من الموظَّف أنْ ي_ للمنتجات التي يصنعونها,43
52478,منسطح الجنب | منسطح القصير | منسطح ب | المنسطح ب | المتسطح الصغير,NULL,شكل في النظام البلوري المعيني المفتوح،  يتكون من وجهين رأسين متقابلين،  كل منهما في شكل مستطيل يقع المحور ب ويدلاازي المحور أو جـ والبارامترات,NULL,43
52479,البيولوجية الإحصائية | تقدير طول الحياة | قياسُ الحياة,NULL,دراسات إحصائية تُطَبَّق على المشكلات الاحيائية,NULL,43
52480,نَدَىً | طَلٌّ | سَدًى2 | قَطْرٌ 2,NULL,بُخارُ الماءِ المُتَكاثِفُ البادي عَلى النَّباتِ وَأوْراقِ الشَّجَرِ في الصَّباحِ,يتكون _ على أوراق النباتات في الصباح الباكر,43
52481,شَهْبَاءُ,NULL,صفة الأنثى ذات البشرة القمحية الداكنة المائل للدكنة,كانت رباب _ البشرة,43
52482,أُغْمِيَ على | صُعِقَ,NULL,عرض له عارض فقد معه الوعي,_ عليه عندما سمع الخبر,43
52483,وَثَأَ | أَوْثَأَ,NULL,أصاب العظم بضعف أو رضّ موضعي دون التسبب بكسره,_ عليٌ يَدَ صديقِه,43
52484,برامج التربية الخاصة | مكتب التربية للمعاقين | مكتب التربية للمعوقين,spesial education programs | bureau of education for the handicapped | bureau of education for handicapped | sep,صرح تربوي مخصص في الدوائر الحكومية للعناية بذوي الاحتياجات الخاصة,كانَ خالدٌ يذهب إلى _ ليساعدوه في التعلُّم,200
52485,سَمَكَةٌ | حُوتٌ | نُونٌ1,NULL,ثديي من رُتبة الحيتان يصنع من كبده زيتاً,يُعدّ ال_ من أكبر أنواع الأسماك,43
52486,حَدْوَةٌ,NULL,قطعة حديدية متقوسّة تلبس بنعل الحصان لتسهيل حركته وزيادة سرعته,صَنعَ اٌسكافيّ _ للفرس,43
52487,خبير طيران | مهندس طيران | ميكانيكي طيران,NULL,دور لشخص لديه خبرة في تركيب الطائرة وظيفته التأكد من صلاحية الطائرة للطيران عن طريق اختبار المعدات والأجهزة المعدة لذلك قبل ركوب المسافرين على متنها,يعمل فراس _ في الخطوط الجوية الأردنية,43
52488,مُرَوِّجٌ | مُرَوِّجَةٌ | مُوَزِّعٌ,NULL,دور يمارسه من يقوم بإرسال البضائع من مناطق تصنيعها أو تجمعها لمناطق استهلاكها,يعمل مالك _اً في شركة معدات طبية,43
52489,نَقَابِيَّةٌ,NULL,دور لشخص مُنتَسِب إلى مؤسَّسة تُعنى بشأن طائفة من الطوائف الكادحة في المجتمع,كانَ جارُنا أبو سعيدٍ _,43
52490,اِسْتَشَفَّ | خَطَّ | خَطَّ على | خَطَّ في | خَطَّطَ | خَطَّطَ ل | رَسَمَ1 | رَسَمَ1 ب | رَسَمَ1 على | صَوَّرَ | شَكَّلَ,NULL,واقعة نقل صور الأشياء على الورق,_ الطالب صورة لمجسم القلب البشري في دفتر المختبر,43
52491,وَتْرِيٌّ | فَرْديٌّ | أُحَادِيٌّ,NULL,عدد لا يَقْبَلُ الْقِسْمَةَ عَلَى اثْنَيْنِ,NULL,43
52492,لا بلوري البنية | عديم الأوجه | ناقص الشكل,NULL,ما كانَ شكله غير مُنظَّماً,NULL,43
52493,إِفْرَاغٌ | تَنْزِيلٌ | تَفْرِيغٌ,NULL,عملية إِخْرَاجُ لما يحتويه جوف الشيء مِنْ مَوَادَّ,قَامَ العُمَّالُ بِ _ السَّفِينَةِ من البضائع,43
52494,كَتَّفَ,NULL,وضع دعامة إنشائية ساندة للجدار لتقويته,_ المقأولون الجدار الاسمنتي لتقويته,43
52495,ثَابِتٌ | بَاقٍ | دائِمٌ,NULL,صفة لما سيستمر وجوده دون انتهاء أو نفاذ,الانزيم _ يخرج من التفاعل كما دخل منه,43
52496,شَفَقٌ,NULL,الضوء,كانَ المنظرُ رائعاً عندما جاءَ ال_,43
52497,مُعَدِّلٌ | ضابِطٌ2 | حاكِمٌ | مُنَظِّمٌ2,NULL,جهاز للتحكم بشكل أوتوماتيكي في سرعة أو حرارة مكنة معينة بحيث يبقيها متناسقة ويمنع الأخطاء فيها,كان هناك خلل في _ الخاص بالمكنة فلم تعمل جيداً,43
52498,تَعَشُّقٌ | تَشَابُكٌ | تَشَبُّكٌ | تَدَخُّلٌ | تَدَاخُلٌ | تَرَاكُبٌ,NULL,اندماج الشيئين في بعضهما بعد اقترابهما الشديد,_ أغصان الأشجار يظهر بشكل جميل,43
52499,أَكَادِيمِيَّةٌ,NULL,مدرسة فلسفية أسسها أفلاطون في أثينا عام 387 ق م،  درس فيها الرياضيات والفلسفة.,أسس أفلاطون ال_ في أثينا,43
52500,أسفلت الرصف | أسفلت الطرق,road asphalt | paving asphalt,مادة بترولية ذات لزوجة,يحتوي _ على مادة البيتومين المستخلصة من النفط,43
52501,خَنْقٌ | اِخْتِنَاقٌ,NULL,حالة حرمان من الأكسجين,عانى سكان العمارة المحروقة من ال_ نتيجة الدخان الكثيف,43
52502,قِيرٌ | قَارٌ | زِفْتٌ | قَطْرَانٌ | قَطِرَانٌ | قِطْرَانٌ | أَسْفَلْتٌ,asphalt | asphaltum,مادة مكوّنة من البتيومين وبعض المواد المعدنية. لونها أسود أو بني،  طرية غالباَ وتجف عند تعرضها للهواء تستعمل مادة عازلة وحابسة للسوائل وفي الرصف.,يستخدم ال_ في تعبيد الطرق,43
52503,أشعّة غاما | أشِعّة غاما | الأشعَّةُ الجيمية | الأشِعّة الجيميّة,NULL,أشعة كهرومغناطيسية، ذات موجات قصيرة جداً وسرعة انتشار عالية تصل لسرعة الضوء ناتجة عن التفاعلات النووية والعناصر المشعة,تنتج _ عن عملية التفاعل النووي,43
52504,الأشِعة الألفيّة | الاشّعة الالفِيّة | أشعّةُ ألفا | أشِعةُ ألْفا,NULL,نواة ذرة الهليوم وتتكون من بروتونين ونيوترونين، تتحد في داخل النواة بقوة نووية كبيرة، بحيث تعتبر أشد نوايا العناصر استقرارا وتماسكا,تتكون _ من جسيمات موجبة الشحنة,43
52505,لَازَوَرْدِيٌّ,NULL,صفة مادية لموجود ماثل لونه لون السماء المائل إلى الإشراق,اشترى زيد سيارة بلون _,43
52506,مَلَّحَ,NULL,أضاف الملح إلى شيء ما فأكثر منه,_ت رباب الطعام، فأصبح شديد الملوحة لم يأكله أحد,43
52507,أشعة أكس | أشعة رونتجين,NULL,أشعة كهرومغناطيسية طاقة أشعتها بين 120 و120ألف إلكترون فولت. تستخدم في المجالات الطبية فتعطى صوراً واضحة للعظام حيث تظهر باللون الأبيض ويظهر الهواء والأنسجة باللون الأسود.,تستخدم _ في صور الأشعة,43
52508,أجر أساسي | راتب أساسي,NULL,كمية ما يدفع مقابل العمل، الذي يؤدي خلال أوقات العمل العادية، ويحدد عادة في عقود العمل، وفي جدأول الأجور.,يتقاضى عمرو مبلغ 2000 شيكل بدل _,43
52509,ضَعْضَعَ | أَضْنَى | أَوْهَنَ | أَوْهى | أَعْيا | ضَعَّفَ | بَرَى1 | أَضْعَفَ,NULL,تسبب بفقد القوة أو عناصرها لشيء ما,_ العمل الشاق خالد كثيراً,43
52510,كَتَّانٌ,NULL,نَباتٌ زراعي حولي لَهُ زَهْرٌ أزْرَقُ وثمرته بداخلها بذور لامعة وبنية ويعتصر منها الزيت الحار تُنْسَجُ مِنْهُ ثِيابٌ,استخدم الخياط قماش ال_ لينسج منه قميصاً,43
52511,هِلَالٌ | مَحَاقٌ | مُحَاقٌ | مِحَاقٌ,NULL,شكل القمر ك,البارحة كان القمر _,43
52512,أَضْجَعَ | وَسَّدَ | طَمَرَ1,NULL,وضع الشخص في وضعية النوم سانداً رأسه وساتراً له ببطانية,_ت ليلى ولدها في فراشه,43
52513,دُّبَّاءٌ,NULL,نبات من الفصيلة القرعية ثمارها ذات لون أخضر مائلاً للصفرة تؤكل على الأغلب محشية,طبخت لنا أمي _ محشية,43
52514,قَوسٌ وَمْضِي عَرَضِي | وَمْضَةٌ عابرة | شرارَة عَرَضِيّة,NULL,البرقة الضوئية الخارجة مرافقةً لشيء ما,بَدتْ الألعاب النارية من بعيد كَأنَّها _,43
52515,طائفة شبه المنحرف السداسي | نموذج الكوارتز ب | نموذج المرو ب,b quartz type | hexagonal trapezohedral class,"طائفة غير سوية من النظام البلوري السداسي تحوى من عناصر التماثل سبعة محأور، واحد منها سداسي التماثل هو المحور البلوري الرأسى جـ، وستة ثنائية التماثل، ثلاثة منها هي المحأور البلورية الأفقية، وليس بها مستويات تماثل ولا مركز تماثل، ومثالها بلورة معدن الكوارتز ب"".""",NULL,43
52516,كَؤُودٌ | لا يُتَخَطَّى | لا يُدَلَّل | لا يُقهَر | لا يُقْهَر,NULL,صفة الشخص شديد المنعة قليل التأثر لا يباغضه شيء,كانَ حسامٌ رجلٌ _,43
52517,يُباشَر | يُدَبَّر | يُسَاس,NULL,وصف للأمر إذا أمكن إدارته وقيادته وسهل القيام بشأنه,_ عمرو في إدارة شركته لخوفه على مصلحتها,43
52518,أَرِينَةٌ,NULL,عامود خشبي صلب يبنى حوله هيكل السفينة,يجب أن ت/يكون _ في السفينة قويا حتى يتحمل وزنها,43
52519,زلالانِياّت | شِبزاليات | شِبه زُلاليات,NULL,بروتينات سائلة توجد في الأنسجة الغضروفية وفي عدسة وقرنية العين.,توجد ال_ في قرنية العين.,43
52520,رَفَدَ1 | رَفَدَ1 على,NULL,وضع دِّعَامَةُ للسَّرْج والرَّحْلِ على ظهر دابته,NULL,43
52521,مُوَتِّرَةٌ,NULL,العضلة المسؤولة عن شد أو ارتخاء أعضاء في الجسم.,NULL,43
52522,مُركّبة عاطِلة | مُركّبة لا وَطِّيّة | مُركّبة مُفاعِلة,NULL,صفة أي جزء من الدارة الكهربائية لا يقوم بتوصيل الكهرباء بسبب تعامده مع اتجاه سير التيار,NULL,43
52523,غيرُ ضابِط | غيرُ مَسيك | سَرِب,NULL,صفة للوعاء الذي يسمح لسائل بالخروج من خلاله فلا يمسكه,هذا الجزء من القارب_ أصلحه,43
52524,وَقودٌ دَفعِيّ صُلب | وُقودُ دَفْعٍ جامِد | داسِرٌ جامِد,NULL,مادة كيميائية بطيئة الاشتعال تستخدم كوقود للصواريخ والأسلحة الن ارية,NULL,43
52525,خَصَّصَ | حَدَّدَ | وَظَّفَ | عَيَّنَ,NULL,اختار شخص ليشغل مكاناً ما بحد ذاته,_ الرجل المخزن فقط لتخزين الحبوب,43
52526,فاصِلٌ رأسيّ | فاصِلٌ شاقولي | فَرق الارتِفاع,NULL,فرق التوقيت ما بين صورتين متتاليتين في فيلم فيديو,NULL,43
52527,تَفَاوُتٌ | تَنَوُّعٌ | تَبَايُنٌ,NULL,تعدد الخصائص والصفات في موجود واحد لامتلاك كل صفة ميزة تفرقها عن الأخرى,أعجبني _ أواني الخزف الذي يعكس طابعاً مفرحاً,43
52528,طَافَ2 | طَافَ ب2 | طَافَ على2 | طَافَ في2 | جَاسَ | جالَ | جالَ ب | جالَ في | ساحَ2 | ساحَ في | تَنَقَّلَ | تَنَقَّلَ من | تَحَرَّكَ | تَجَوَّلَ في | جَابَ1 | جَابَ في,NULL,تَحَوَّلَ مِنْ مَكانٍ إلى آخَرَ,_ البدو الرحّل في الماضي من مكان إلى آخر طلباً للأكل والماء,43
52529,تَطَوَّرَ | تَطَوُّرٌ,NULL,تغير تدريجيا وتَحَوَّلَ م مِنْ حالٍ إلى حالٍ,وضع دارون نظرية ال_ للكائنات الحية,43
52530,حُجَيْرَةٌ | سِنْخٌ | وَقْبَةٌ | تَجْوِيفٌ | غَوْرٌ | وَقْبٌ | نُقْرَةٌ | فُرْجَةٌ,NULL,حفرة فارغة في الصخر يجتمع فيها الماءُ,تجمع ماء المطر في ال_,43
52531,أَسْتُون,NULL,الأنبوب والجذع المستطيل من البندقية الذي يخرج من الطلق الناري,NULL,43
52532,مُجَفِّفٌ,NULL,أداة تستخدم لإزالة ا السوائل من الموجود المادي,استخدمت نادية _ الشعر,43
52533,أَمِيرَالٌ,NULL,رتبة عسكرية تمنح لأعلى الضباط البحريين ويكون القائد المركزي في الاسطول أو الجيش.,كان زيد _ في البحرية الأردنية,43
52534,بئر بترول | بئر بترولية | بئر بتروليّة | بئر نَفْط | بئر نِفط | بئرُ النفط,NULL,حفرة تحفر في أعماق الأرض للوصول إلى الصخور التي تحتوي على النفط أو الغاز الذي يمكن استخراجه.,اكتشف العلماء _ جديد في الكويت,43
52535,أسعار ذات دلالة اقتصادية | أسعار مهمة اقتصادياً,NULL,صفة الأسعار التي لها تأثير كبير على كميات السلع أو الخدمات التي يرغب المشترون في شرائها.,NULL,43
52536,أَسْمَرُ,NULL,صفة مادية لموجود ذو لون داكن لا يرى من خلاله كلون الظلمة,شعر ميساء _,43
52537,أَسِيتَامَيْدٌ,NULL,مركب عضوي مشتق من حمض الخليك وهو أمين أولي ، يدخل في صناعة اللدائن ويستخدم كمذيب اصطناعي,يدخل ال_ في صناعة البلاستيك,43
52538,أرض بُور | أرضٌ قَفْر,NULL,صفة للأرض إذا أهملت وتركت فلم تُزْرَعْ,اشترى باسم _ لاستصلاحها والزراعة فيها,43
52539,مُرْتَفَقٌ | تَابِعٌ2 | مُلْحَقٌ2,NULL,‏جزء مرتبط بشيء رئيسي ويعتبر من مكملاته,وضع الطالب _ التوصيات في آخر تقرير البحث,43
52540,أحمر داكن | ياقوتي اللون,NULL,صفة الشيء شديد الحمرة,اشترى زيد سيارة بلون _,43
52541,رفع الصوت | أعلى الصوت,NULL,زاد من تردد موجات الصوت فأصبح يسمع بشدة أكبر,عندما بدأت نشرة الأخبار قام رياض و _,43
52542,دَحَضَ | رَفَضَ | نَقَضَ | فَنَّدَ,NULL,أبطل صحة شيء,_ العالم فرضية العالم الذي سبقه,43
52543,أَزْهَرَ | نَوَّرَ | نَوَّرَ على,NULL,كوّن النبات أزهاراً فتفتحت,_ت شجرة الخوخ,43
52544,وُصلةٌ بالتّعشيق | وُصلةٌ بالتّلْسين | وُصلَةُ تَناكُب,NULL,أداة يتمّ استخدامها لربط شيئين مع بعضهما البعض وقد يتمّ قطع بعض الأجزاء حتى تتّصل بشكل جيّد,NULL,43
52545,زَعَقَ | زَعَقَ ب | زَعَقَ على | زَعَقَ في | ماءَ,NULL,فعل إصدار الحيوان للصوت,_ الحيوان طالباً الماء,43
52546,اِسْتَوْعَبَ | شَغَلَ,NULL,احتل حيزا مكانيا,_ المكان عدداً لا بأس به من الضّيوف,43
52547,فَرَزَ | اِنْتَقَى | عَزَلَ,NULL,اختار شيئا محددا من مجموعة من الاشياء بناءً على مواصفات و وضعه جانباً,_ت غادة العدس قبل طهيه,43
52548,كَثَبٌ | جِوَارٌ | قُرْبٌ,NULL,ناحية تعبر عن وجود شيء لا يبعد مكانياً عن شيء آخر,يقع البنك ب_ المسجد,43
52549,وَلَجَ | وَلَجَ في | نَفَذَ | نَفَذَ إلى | نَفَذَ في | نَفَذَ من | دَخَلَ | دَخَلَ إلى | دَخَلَ ب | دَخَلَ على | دَخَلَ في,NULL,مرّ الشيء إلى داخِلِ شيء آخر فأصبح فيه,_ ماء المطر إلى داخل المنزل,43
52550,كَثَّفَ | كَثَّفَ من | رَكَّزَ | رَكَّزَ على | كَدَّسَ,NULL,عملية تخزين كمية كبيرة من الشيء في مكان ما حتى تراكم,_ الرجل عدداً من أكياس الطحين,43
52551,بَحَّارٌ | طَقْمٌ | فَرِيقٌ | مَجْمُوعَةٌ,NULL,جماعة من الأشخاص يمتهنون السفر على متن السفن وفي البحر,استعد ال_ لتشغيل محرك السفينة,43
52552,رَوْزٌ,NULL,عملية تقدير لكمية المادة موجودة في خليطٍ مّا,_ الطالب نقأوة معدن الزنك,43
52553,اِنْتَاشٌ | إِنْبَاتٌ | تَفْرِيخٌ,NULL,عملية انتاج شيء أو كائن جديد,NULL,43
52554,إِيجَادٌ | اِكْتِشَافٌ | كَشْفٌ,NULL,عملية التوصُّل إلى شيء معيَّن والعثور عليه بَعْدَ أن كان مجهولاً,أُعْلِنَ عَن _ مَدِينَةٍ أثَرِيَّةٍ بِالعِرَاقِ تَعُودُ إلَى عَهْدِ البَابِليِّينَ,43
52555,آلة التكامُل | جهازُ جَمْل | المُكَمِّلة,NULL,جهاز يقوم بعمليات حسابية رياضية,NULL,43
52556,انْبِعَاجٌ | اِحْديدابٌ,NULL,خاصية مادية تعني وجود التواء أو تقوس في شكل المجسم أو الكائن,أصاب الخشب _اً بعد تعرضه للرطوبة,43
52557,مُعَاصِرٌ,NULL,صفة للشيء إذا كان حديثاً وواقعاً في الزمن الحالي,كانَ _ لجميع الأحداث التي حصلت,43
52558,ثُكْنَةٌ | مُعَسْكَرٌ,Military quarters,منزل الجنود يقيم فيه لمدة من الزمن,أقام الجيش ثكنة قرب المدينة,200
52559,نُهَيْرٌ | نَهْرٌ | جَدْوَلٌ,brook,رافد صغير من الماء الجاري.,خيم الكشافة بجانب _,43
52560,حَصْرٌ | تَحْدِيدٌ,NULL,عملية وضع الشيء بمفرده بعيداً عن باقي الأشياء لتعيينه و تمييزه,قام المحامي ب_ أموال الرجل ليطبق حكم الشرع للتوريث,43
