concept_id,subTypeOfID,partOfID,instanceOfID
303024851,455000265,NULL,NULL
303027671,455000265,NULL,NULL
303028422,455000265,NULL,NULL
303030819,455000265,NULL,NULL
303030852,455000265,NULL,NULL
303030856,455000265,NULL,NULL
303030864,455000265,NULL,NULL
303030865,455000265,NULL,NULL
303031192,455000265,NULL,NULL
303031194,455000265,NULL,NULL
303031203,455000265,NULL,NULL
303032776,455000265,NULL,NULL
303032781,455000265,NULL,NULL
303032790,455000265,NULL,NULL
303038851,455000265,NULL,NULL
303042045,455000265,NULL,NULL
303042812,455000265,NULL,NULL
303042815,455000265,NULL,NULL
303051388,455000265,NULL,NULL
303053083,455000265,NULL,NULL
303053860,455000265,NULL,NULL
303059199,455000265,NULL,NULL
303059228,455000265,NULL,NULL
303062824,455000265,NULL,NULL
303062830,455000265,NULL,NULL
303001612,455000266,NULL,NULL
303002894,455000266,NULL,NULL
303004863,455000266,NULL,NULL
303006177,455000266,NULL,NULL
303006938,455000266,NULL,NULL
303007229,455000266,NULL,NULL
303008689,455000266,NULL,NULL
303010573,455000266,NULL,NULL
303017238,455000266,NULL,NULL
303019058,455000266,NULL,NULL
303019060,455000266,NULL,NULL
303019070,455000266,NULL,NULL
303019548,455000266,NULL,NULL
303031810,455000266,NULL,NULL
303037692,455000266,NULL,NULL
303042246,455000266,NULL,NULL
303042265,455000266,NULL,NULL
303042266,455000266,NULL,NULL
303042273,455000266,NULL,NULL
303042274,455000266,NULL,NULL
303042275,455000266,NULL,NULL
303043835,455000266,NULL,NULL
303045983,455000266,NULL,NULL
303048421,455000266,NULL,NULL
303049510,455000266,NULL,NULL
303049515,455000266,NULL,NULL
303051824,455000266,NULL,NULL
303062592,455000266,NULL,NULL
303062514,455000268,NULL,NULL
303062523,455000268,NULL,NULL
455000336,455000268,NULL,NULL
303003916,455000271,NULL,NULL
303003960,455000271,NULL,NULL
303009960,455000271,NULL,NULL
303022047,455000271,NULL,NULL
303025237,455000271,NULL,NULL
303025238,455000271,NULL,NULL
303029928,455000271,NULL,NULL
303031521,455000271,NULL,NULL
303031523,455000271,NULL,NULL
303039122,455000271,NULL,NULL
303053065,455000271,NULL,NULL
303053071,455000271,NULL,NULL
303061192,455000271,NULL,NULL
455000256,455000271,NULL,NULL
455000313,455000271,NULL,NULL
303025235,455000272,NULL,NULL
455000277,455000272,NULL,NULL
455000291,455000272,NULL,NULL
455000307,455000272,NULL,NULL
455000308,455000272,NULL,NULL
455000309,455000272,NULL,NULL
455000321,455000272,NULL,NULL
455000322,455000272,NULL,NULL
303001573,455000280,NULL,NULL
303001574,455000280,NULL,NULL
303006416,455000280,NULL,NULL
303006419,455000280,NULL,NULL
303013046,455000280,NULL,NULL
303015071,455000280,NULL,NULL
303019059,455000280,NULL,NULL
303034501,455000280,NULL,NULL
303042691,455000280,NULL,NULL
303002859,455000298,NULL,NULL
303004351,455000298,NULL,NULL
303006158,455000298,NULL,NULL
303006159,455000298,NULL,NULL
303008688,455000298,NULL,NULL
303014973,455000298,NULL,NULL
303017730,455000298,NULL,NULL
303017743,455000298,NULL,NULL
303020324,455000298,NULL,NULL
303020325,455000298,NULL,NULL
303020329,455000298,NULL,NULL
303020330,455000298,NULL,NULL
303025207,455000298,NULL,NULL
303027750,455000298,NULL,NULL
303029728,455000298,NULL,NULL
303035490,455000298,NULL,NULL
303035502,455000298,NULL,NULL
303035754,455000298,NULL,NULL
303035755,455000298,NULL,NULL
303035826,455000298,NULL,NULL
303036347,455000298,NULL,NULL
303036357,455000298,NULL,NULL
303036358,455000298,NULL,NULL
303040098,455000298,NULL,NULL
303043327,455000298,NULL,NULL
303051005,455000298,NULL,NULL
303051516,455000298,NULL,NULL
303052319,455000298,NULL,NULL
303053280,455000298,NULL,NULL
303054360,455000298,NULL,NULL
303054953,455000298,NULL,NULL
303055531,455000298,NULL,NULL
303060775,455000298,NULL,NULL
303060777,455000298,NULL,NULL
303012262,455000312,NULL,NULL
303050203,455000312,NULL,NULL
303027767,455000314,NULL,NULL
303002845,455000315,NULL,NULL
303006208,455000315,NULL,NULL
303006209,455000315,NULL,NULL
303008586,455000315,NULL,NULL
303012811,455000315,NULL,NULL
303018670,455000315,NULL,NULL
303021434,455000315,NULL,NULL
303029258,455000315,NULL,NULL
303029260,455000315,NULL,NULL
303029261,455000315,NULL,NULL
303030119,455000315,NULL,NULL
303030123,455000315,NULL,NULL
303030131,455000315,NULL,NULL
303030133,455000315,NULL,NULL
303030229,455000315,NULL,NULL
303036529,455000315,NULL,NULL
303039148,455000315,NULL,NULL
303049224,455000315,NULL,NULL
303050727,455000315,NULL,NULL
303054217,455000315,NULL,NULL
303055508,455000315,NULL,NULL
303058978,455000315,NULL,NULL
303059216,455000315,NULL,NULL
303059741,455000315,NULL,NULL
303060057,455000315,NULL,NULL
303062270,455000315,NULL,NULL
303062304,455000315,NULL,NULL
303003224,455000346,NULL,NULL
303004020,455000346,NULL,NULL
303015748,455000346,NULL,NULL
303016053,455000346,NULL,NULL
303026588,455000346,NULL,NULL
303027616,455000346,NULL,NULL
303027618,455000346,NULL,NULL
303028177,455000346,NULL,NULL
303028210,455000346,NULL,NULL
303029634,455000346,NULL,NULL
303034083,455000346,NULL,NULL
303035808,455000346,NULL,NULL
303035809,455000346,NULL,NULL
303036392,455000346,NULL,NULL
303037050,455000346,NULL,NULL
303038371,455000346,NULL,NULL
303053133,455000346,NULL,NULL
303054732,455000346,NULL,NULL
303055829,455000346,NULL,NULL
455000345,455000536,NULL,NULL
455000350,455000536,455000350,NULL
455000534,455000536,NULL,NULL
455000543,455000536,NULL,NULL
455000490,455000486,NULL,NULL
455000491,455000486,NULL,NULL
455000488,455000487,NULL,NULL
455000489,455000487,NULL,NULL
454111010,454111000,NULL,NULL
454111020,454111000,NULL,NULL
454111030,454111000,NULL,NULL
454113030,454113000,NULL,NULL
454119010,454119000,NULL,NULL
454119020,454119000,NULL,NULL
454119030,454119000,NULL,NULL
454119070,454119000,NULL,NULL
454119130,454119000,NULL,NULL
454119150,454119000,NULL,NULL
454119190,454119000,NULL,NULL
454131020,454131000,NULL,NULL
454132010,454132000,NULL,NULL
454132050,454132000,NULL,NULL
454132080,454132000,NULL,NULL
454151210,454151200,NULL,NULL
454152020,454152000,NULL,NULL
454152030,454152000,NULL,NULL
454171010,454171000,NULL,NULL
454171020,454171000,NULL,NULL
303058867,454172000,NULL,NULL
303058868,454172000,NULL,NULL
454191020,454191000,NULL,NULL
454192010,454192000,NULL,NULL
454193010,454193000,NULL,NULL
454193020,454193000,NULL,NULL
454193030,454193000,NULL,NULL
454193090,454193000,NULL,NULL
454194030,454194000,NULL,NULL
454194040,454194000,NULL,NULL
454211010,454211000,NULL,NULL
454211090,454211000,NULL,NULL
454212010,454212000,NULL,NULL
454212020,454212000,NULL,NULL
454212090,454212000,NULL,NULL
454231010,454231000,NULL,NULL
454231020,454231000,NULL,NULL
454232090,454232000,NULL,NULL
303037478,454251000,NULL,NULL
454251190,454251000,NULL,NULL
454253040,454253000,NULL,NULL
454253090,454253000,NULL,NULL
454254030,454254000,NULL,NULL
454259030,454259000,NULL,NULL
454259040,454259000,NULL,NULL
454259090,454259000,NULL,NULL
454271010,454271000,NULL,NULL
454271020,454271000,NULL,NULL
454272010,454272000,NULL,NULL
454272020,454272000,NULL,NULL
454272030,454272000,NULL,NULL
454272040,454272000,NULL,NULL
454272090,454272000,NULL,NULL
454273010,454273000,NULL,NULL
454273020,454273000,NULL,NULL
454273040,454273000,NULL,NULL
454273090,454273000,NULL,NULL
454274020,454274000,NULL,NULL
454274090,454274000,NULL,NULL
454291050,454291000,NULL,NULL
454291130,454291000,NULL,NULL
454291140,454291000,NULL,NULL
454291210,454291000,NULL,NULL
454291240,454291000,NULL,NULL
454292010,454292000,NULL,NULL
454292090,454292000,NULL,NULL
454319010,454319000,NULL,NULL
454331010,454331000,NULL,NULL
454331090,454331000,NULL,NULL
454333010,454333000,NULL,NULL
454333020,454333000,NULL,NULL
454333050,454333000,NULL,NULL
454339030,454339000,NULL,NULL
454339090,454339000,NULL,NULL
454351010,454351000,NULL,NULL
454352010,454352000,NULL,NULL
454353030,454353000,NULL,NULL
454372010,454372000,NULL,NULL
454373010,454373000,NULL,NULL
454392010,454392000,NULL,NULL
454392020,454392000,NULL,NULL
454393030,454393000,NULL,NULL
454393090,454393000,NULL,NULL
454394020,454394000,NULL,NULL
454395010,454395000,NULL,NULL
454396010,454396000,NULL,NULL
454397010,454397000,NULL,NULL
454399010,454399000,NULL,NULL
454399030,454399000,NULL,NULL
454399090,454399000,NULL,NULL
454412010,454412000,NULL,NULL
454412030,454412000,NULL,NULL
454413010,454413000,NULL,NULL
454413090,454413000,NULL,NULL
454419010,454419000,NULL,NULL
454419090,454419000,NULL,NULL
454431010,454431000,NULL,NULL
454433090,454433000,NULL,NULL
454434010,454434000,NULL,NULL
454434030,454434000,NULL,NULL
454434120,454434000,NULL,NULL
454435020,454435000,NULL,NULL
454435060,454435000,NULL,NULL
454435110,454435000,NULL,NULL
454439020,454439000,NULL,NULL
454439190,454439000,NULL,NULL
454451010,454451000,NULL,NULL
454452020,454452000,NULL,NULL
454452090,454452000,NULL,NULL
454453030,454453000,NULL,NULL
454472020,454472000,NULL,NULL
454472030,454472000,NULL,NULL
454472060,454472000,NULL,NULL
454472110,454472000,NULL,NULL
454472120,454472000,NULL,NULL
454472140,454472000,NULL,NULL
454472210,454472000,NULL,NULL
454473010,454473000,NULL,NULL
454474090,454474000,NULL,NULL
454475020,454475000,NULL,NULL
454493090,454493000,NULL,NULL
454499060,454499000,NULL,NULL
454499070,454499000,NULL,NULL
454499090,454499000,NULL,NULL
454513010,454513000,NULL,NULL
454513020,454513000,NULL,NULL
454514030,454514000,NULL,NULL
454514120,454514000,NULL,NULL
454514190,454514000,NULL,NULL
454515110,454515100,NULL,NULL
454516010,454516000,NULL,NULL
454516040,454516000,NULL,NULL
454516050,454516000,NULL,NULL
454516090,454516000,NULL,NULL
454439022,454517000,NULL,NULL
454517090,454517000,NULL,NULL
454518030,454518000,NULL,NULL
454519060,454519000,NULL,NULL
454519070,454519000,NULL,NULL
454519080,454519000,NULL,NULL
454519190,454519000,NULL,NULL
454532010,454532000,NULL,NULL
454532030,454532000,NULL,NULL
454533030,454533000,NULL,NULL
454533090,454533000,NULL,NULL
454535020,454535000,NULL,NULL
454551010,454551000,NULL,NULL
454553010,454553000,NULL,NULL
455000334,455000333,NULL,NULL
455000335,455000333,NULL,NULL
455000302,455000303,NULL,NULL
455000304,455000303,NULL,NULL
455000305,455000303,NULL,NULL
334000166,334000185,NULL,NULL
334000150,334000185,NULL,NULL
334000149,334000185,NULL,NULL
334000148,334000185,NULL,NULL
334000147,334000185,NULL,NULL
334000146,334000185,NULL,NULL
334000145,334000185,NULL,NULL
334000144,334000185,NULL,NULL
334000143,334000185,NULL,NULL
334000141,334000185,NULL,NULL
334000140,334000185,NULL,NULL
334000137,334000185,NULL,NULL
334000129,334000185,NULL,NULL
334000128,334000185,NULL,NULL
334000125,334000185,NULL,NULL
334000124,334000185,NULL,NULL
334000123,334000185,NULL,NULL
334000122,334000185,NULL,NULL
334000167,334000185,NULL,NULL
334000168,334000185,NULL,NULL
334000177,334000185,NULL,NULL
334000153,334000185,NULL,NULL
334000156,334000185,NULL,NULL
334000158,334000185,NULL,NULL
334000159,334000185,NULL,NULL
334000160,334000185,NULL,NULL
334000161,334000185,NULL,NULL
334000163,334000185,NULL,NULL
334000164,334000185,NULL,NULL
334000165,334000185,NULL,NULL
334000178,334000185,NULL,NULL
334000169,334000185,NULL,NULL
334000170,334000185,NULL,NULL
334000142,334000190,NULL,NULL
334000139,334000190,NULL,NULL
334000138,334000190,NULL,NULL
334000136,334000190,NULL,NULL
334000135,334000190,NULL,NULL
334000134,334000190,NULL,NULL
334000133,334000190,NULL,NULL
334000132,334000190,NULL,NULL
334000131,334000190,NULL,NULL
334000130,334000190,NULL,NULL
334000127,334000190,NULL,NULL
334000126,334000190,NULL,NULL
334000121,334000190,NULL,NULL
334000120,334000190,NULL,NULL
334000151,334000190,NULL,NULL
334000152,334000190,NULL,NULL
334000154,334000190,NULL,NULL
334000155,334000190,NULL,NULL
334000157,334000190,NULL,NULL
334000162,334000190,NULL,NULL
334000174,334000195,NULL,NULL
334000172,334000195,NULL,NULL
334000176,334000195,NULL,NULL
334000173,334000195,NULL,NULL
334000171,334000195,NULL,NULL
334000175,334000195,NULL,NULL
455000404,455000399,NULL,NULL
455000405,455000399,NULL,NULL
455000406,455000400,NULL,NULL
455000407,455000400,NULL,NULL
455000408,455000401,NULL,NULL
455000409,455000401,NULL,NULL
455000410,455000402,NULL,NULL
455000411,455000402,NULL,NULL
455000412,455000403,NULL,NULL
455000413,455000403,NULL,NULL
455000415,455000414,NULL,NULL
455000416,455000414,NULL,NULL
455000418,455000417,NULL,NULL
455000419,455000417,NULL,NULL
455000420,455000417,NULL,NULL
455000423,455000417,NULL,NULL
455000425,455000424,NULL,NULL
455000426,455000424,NULL,NULL
455000428,455000427,NULL,NULL
455000429,455000427,NULL,NULL
455000431,455000430,NULL,NULL
455000432,455000430,NULL,NULL
455000434,455000433,NULL,NULL
455000435,455000433,NULL,NULL
455000437,455000436,NULL,NULL
455000438,455000436,NULL,NULL
455000440,455000439,NULL,NULL
455000441,455000439,NULL,NULL
455000443,455000442,NULL,NULL
455000444,455000442,NULL,NULL
455000446,455000445,NULL,NULL
455000447,455000445,NULL,NULL
455000024,455000023,NULL,NULL
455000025,455000023,NULL,NULL
455000026,455000023,NULL,NULL
455000211,455000023,NULL,NULL
455000046,455000190,NULL,NULL
455000060,455000190,NULL,NULL
455000082,455000190,NULL,NULL
455000094,455000190,NULL,NULL
455000560,455000190,NULL,NULL
455000564,455000190,NULL,NULL
455000565,455000190,NULL,NULL
455000566,455000190,NULL,NULL
455000033,455000049,NULL,NULL
455000034,455000049,NULL,NULL
455000035,455000049,NULL,NULL
455000005,455000098,NULL,NULL
455000100,455000098,NULL,NULL
455000018,455000099,NULL,NULL
455000210,455000039,NULL,NULL
455000205,455000204,NULL,NULL
455000206,455000204,NULL,NULL
455000089,455000064,NULL,NULL
455000028,455000027,NULL,NULL
455000184,455000027,NULL,NULL
455000195,455000027,NULL,NULL
455000196,455000027,NULL,NULL
455000090,455000173,NULL,NULL
455000198,455000173,NULL,NULL
455000092,455000199,NULL,NULL
455000093,455000199,NULL,NULL
455000200,455000199,NULL,NULL
455000051,455000050,NULL,NULL
455000075,455000050,NULL,NULL
455000076,455000050,NULL,NULL
455000077,455000050,NULL,NULL
455000007,455000006,NULL,NULL
455000008,455000006,NULL,NULL
455000009,455000006,NULL,NULL
455000010,455000006,NULL,NULL
455000011,455000006,NULL,NULL
455000012,455000006,NULL,NULL
455000013,455000006,NULL,NULL
455000567,455000006,NULL,NULL
455000084,455000083,NULL,NULL
455000103,455000083,NULL,NULL
455000293,455000274,NULL,NULL
455000311,455000274,NULL,NULL
455000359,455000357,NULL,NULL
455000468,455000467,NULL,NULL
455000469,455000467,NULL,NULL
455000470,455000467,NULL,NULL
455000471,455000467,NULL,NULL
455000472,455000467,NULL,NULL
455000473,455000467,NULL,NULL
455000474,455000467,NULL,NULL
455000475,455000467,NULL,NULL
455000515,455000467,455000515,NULL
455000477,455000476,NULL,NULL
455000478,455000476,NULL,NULL
455000479,455000476,NULL,NULL
455000480,455000476,NULL,NULL
455000495,455000494,NULL,NULL
455000496,455000494,NULL,NULL
455000497,455000494,NULL,NULL
455000498,455000494,NULL,NULL
455000499,455000494,NULL,NULL
455000500,455000494,NULL,NULL
455000501,455000494,NULL,NULL
455000502,455000494,NULL,NULL
455000503,455000494,NULL,NULL
455000504,455000494,NULL,NULL
455000505,455000494,NULL,NULL
455000524,455000494,NULL,NULL
303001293,455000047,NULL,NULL
303006941,455000047,NULL,NULL
455000002,455000047,NULL,NULL
455000052,455000047,NULL,NULL
455000053,455000047,NULL,NULL
455000221,455000047,NULL,NULL
303006506,455000071,NULL,NULL
303009982,455000181,NULL,NULL
303016952,455000181,NULL,NULL
303016953,455000181,NULL,NULL
303016960,455000181,NULL,NULL
303048708,455000181,NULL,NULL
455000182,455000181,NULL,NULL
455000183,455000181,NULL,NULL
455000213,455000181,NULL,NULL
455000216,455000217,NULL,NULL
303007033,455000258,NULL,NULL
303014828,455000258,NULL,NULL
303014829,455000258,NULL,NULL
303015234,455000258,NULL,NULL
303033114,455000258,NULL,NULL
303033861,455000258,NULL,NULL
303057589,455000310,NULL,NULL
303057595,455000310,NULL,NULL
303057599,455000310,NULL,NULL
303057600,455000310,NULL,NULL
303021732,455000256,NULL,NULL
303021733,455000256,NULL,NULL
303021734,455000256,NULL,NULL
303030858,455000256,NULL,NULL
303062823,455000256,NULL,NULL
303062827,455000256,NULL,NULL
303003959,455000313,NULL,NULL
303019065,455000313,NULL,NULL
303021735,455000313,NULL,NULL
303022046,455000313,NULL,NULL
303022735,455000313,NULL,NULL
303045187,455000313,NULL,NULL
303045188,455000313,NULL,NULL
303054957,455000313,NULL,NULL
303062834,455000313,NULL,NULL
303003899,455000277,NULL,NULL
303003900,455000277,NULL,NULL
303003901,455000277,NULL,NULL
303003915,455000277,NULL,NULL
303003920,455000277,NULL,NULL
303003925,455000277,NULL,NULL
303003927,455000277,NULL,NULL
303003956,455000277,NULL,NULL
303007181,455000277,NULL,NULL
303019550,455000277,NULL,NULL
303019555,455000277,NULL,NULL
303019557,455000277,NULL,NULL
303028208,455000277,NULL,NULL
303028209,455000277,NULL,NULL
303028841,455000277,NULL,NULL
303028842,455000277,NULL,NULL
303054889,455000277,NULL,NULL
303054898,455000277,NULL,NULL
303054908,455000277,NULL,NULL
303054955,455000277,NULL,NULL
303054956,455000277,NULL,NULL
303026471,455000291,NULL,NULL
303026473,455000291,NULL,NULL
303054575,455000291,NULL,NULL
303054576,455000291,NULL,NULL
303054577,455000291,NULL,NULL
303054579,455000291,NULL,NULL
303054580,455000291,NULL,NULL
303054951,455000291,NULL,NULL
303059793,455000291,NULL,NULL
303059794,455000291,NULL,NULL
303059795,455000291,NULL,NULL
303061615,455000291,NULL,NULL
303034039,455000307,NULL,NULL
303034040,455000307,NULL,NULL
303034050,455000307,NULL,NULL
303034055,455000307,NULL,NULL
303029926,455000308,NULL,NULL
303029927,455000308,NULL,NULL
303029929,455000308,NULL,NULL
303029931,455000308,NULL,NULL
303029932,455000308,NULL,NULL
303010781,455000309,NULL,NULL
303010795,455000309,NULL,NULL
303017626,455000309,NULL,NULL
303017629,455000309,NULL,NULL
303017634,455000309,NULL,NULL
303017635,455000309,NULL,NULL
303050035,455000309,NULL,NULL
303051512,455000309,NULL,NULL
303051513,455000309,NULL,NULL
303001476,455000322,NULL,NULL
303003276,455000322,NULL,NULL
303006160,455000345,NULL,NULL
455000352,455000345,NULL,NULL
455000353,455000345,NULL,NULL
455000358,455000345,NULL,NULL
455000360,455000345,NULL,NULL
455000361,455000345,NULL,NULL
455000367,455000345,NULL,NULL
455000368,455000345,NULL,NULL
455000370,455000345,NULL,NULL
455000371,455000345,NULL,NULL
455000372,455000345,NULL,NULL
455000374,455000345,NULL,NULL
455000375,455000345,NULL,NULL
455000377,455000345,NULL,NULL
455000383,455000345,NULL,NULL
455000384,455000345,NULL,NULL
455000393,455000345,NULL,NULL
455000394,455000345,NULL,NULL
455000395,455000345,NULL,NULL
455000396,455000345,NULL,NULL
455000397,455000345,NULL,NULL
455000398,455000345,NULL,NULL
455000507,455000345,NULL,NULL
455000508,455000345,NULL,NULL
455000509,455000345,NULL,NULL
455000510,455000345,NULL,NULL
455000511,455000345,NULL,NULL
455000512,455000345,NULL,NULL
455000514,455000345,NULL,NULL
455000516,455000345,NULL,NULL
455000518,455000345,NULL,NULL
455000519,455000345,NULL,NULL
455000541,455000345,NULL,NULL
455000552,455000345,NULL,NULL
455000553,455000345,NULL,NULL
455000421,455000350,NULL,NULL
455000422,455000350,NULL,NULL
455000449,455000350,NULL,NULL
455000450,455000350,NULL,NULL
455000451,455000350,NULL,NULL
455000452,455000350,NULL,NULL
455000453,455000350,NULL,NULL
455000456,455000350,NULL,NULL
455000458,455000350,NULL,NULL
455000460,455000350,NULL,NULL
455000461,455000350,NULL,NULL
455000463,455000350,NULL,NULL
455000466,455000350,NULL,NULL
303029581,455000534,NULL,NULL
303029592,455000534,NULL,NULL
455000537,455000534,NULL,NULL
455000538,455000534,NULL,NULL
455000539,455000534,NULL,NULL
455000542,455000534,NULL,NULL
455000556,455000534,NULL,NULL
303005869,455000543,NULL,NULL
303005871,455000543,NULL,NULL
303006325,455000543,NULL,NULL
303013847,455000543,NULL,NULL
303059769,455000543,NULL,NULL
455000544,455000543,NULL,NULL
455000546,455000543,NULL,NULL
455000547,455000543,NULL,NULL
455000554,455000543,NULL,NULL
455000555,455000543,NULL,NULL
454111011,454111010,NULL,NULL
454111021,454111020,NULL,NULL
454111031,454111030,NULL,NULL
454113031,454113030,NULL,NULL
454119013,454119010,NULL,NULL
454119021,454119020,NULL,NULL
454119033,454119030,NULL,NULL
454119039,454119030,NULL,NULL
303012601,454119070,NULL,NULL
454119131,454119130,NULL,NULL
454119151,454119150,NULL,NULL
454119199,454119190,NULL,NULL
454131023,454131020,NULL,NULL
454132011,454132010,NULL,NULL
454132051,454132050,NULL,NULL
454132081,454132080,NULL,NULL
454151212,454151210,NULL,NULL
454152021,454152020,NULL,NULL
454152031,454152030,NULL,NULL
454171011,454171010,NULL,NULL
454171022,454171020,NULL,NULL
454191029,454191020,NULL,NULL
454192011,454192010,NULL,NULL
454192012,454192010,NULL,NULL
454193011,454193010,NULL,NULL
454193022,454193020,NULL,NULL
454519195,454193020,NULL,NULL
454193033,454193030,NULL,NULL
454193039,454193030,NULL,NULL
454193093,454193090,NULL,NULL
454193099,454193090,NULL,NULL
454194031,454194030,NULL,NULL
454194043,454194040,NULL,NULL
454211012,454211010,NULL,NULL
454211019,454211010,NULL,NULL
454211099,454211090,NULL,NULL
454212011,454212010,NULL,NULL
454212021,454212020,NULL,NULL
454212099,454212090,NULL,NULL
454231011,454231010,NULL,NULL
454231012,454231010,NULL,NULL
454231021,454231020,NULL,NULL
454231022,454231020,NULL,NULL
454232099,454232090,NULL,NULL
454251199,454251190,NULL,NULL
454253041,454253040,NULL,NULL
454253099,454253090,NULL,NULL
454254031,454254030,NULL,NULL
454259031,454259030,NULL,NULL
454259049,454259040,NULL,NULL
454259099,454259090,NULL,NULL
454271012,454271010,NULL,NULL
454271013,454271010,NULL,NULL
454271019,454271010,NULL,NULL
454271022,454271020,NULL,NULL
454272011,454272010,NULL,NULL
454272012,454272010,NULL,NULL
303011923,454272020,NULL,NULL
303016841,454272020,NULL,NULL
303021774,454272020,NULL,NULL
303047544,454272020,NULL,NULL
303047565,454272020,NULL,NULL
303047568,454272020,NULL,NULL
454272021,454272020,NULL,NULL
454272031,454272030,NULL,NULL
454272042,454272040,NULL,NULL
454272099,454272090,NULL,NULL
454273011,454273010,NULL,NULL
454273023,454273020,NULL,NULL
454273041,454273040,NULL,NULL
454273042,454273040,NULL,NULL
454273043,454273040,NULL,NULL
454273091,454273090,NULL,NULL
454273099,454273090,NULL,NULL
454274021,454274020,NULL,NULL
454274099,454274090,NULL,NULL
454291051,454291050,NULL,NULL
454291131,454291130,NULL,NULL
454291141,454291140,NULL,NULL
303033576,454291210,NULL,NULL
303033579,454291210,NULL,NULL
454291218,454291210,NULL,NULL
454291221,454291210,NULL,NULL
454291223,454291210,NULL,NULL
303007484,454291240,NULL,NULL
303007497,454291240,NULL,NULL
454292012,454292010,NULL,NULL
454292099,454292090,NULL,NULL
454319011,454319010,NULL,NULL
454331011,454331010,NULL,NULL
303028677,454331090,NULL,NULL
303055781,454331090,NULL,NULL
454333011,454333010,NULL,NULL
454333012,454333010,NULL,NULL
454333021,454333020,NULL,NULL
454333051,454333050,NULL,NULL
454339032,454339030,NULL,NULL
454339099,454339090,NULL,NULL
454351011,454351010,NULL,NULL
454352019,454352010,NULL,NULL
303025555,454353030,NULL,NULL
454372011,454372010,NULL,NULL
454372019,454372010,NULL,NULL
454373011,454373010,NULL,NULL
454392011,454392010,NULL,NULL
454392021,454392020,NULL,NULL
454393031,454393030,NULL,NULL
454393099,454393090,NULL,NULL
454394021,454394020,NULL,NULL
454395011,454395010,NULL,NULL
454396011,454396010,NULL,NULL
454397011,454397010,NULL,NULL
454399011,454399010,NULL,NULL
454399032,454399030,NULL,NULL
454399099,454399090,NULL,NULL
454412011,454412010,NULL,NULL
454412012,454412010,NULL,NULL
454412031,454412030,NULL,NULL
454413011,454413010,NULL,NULL
454413091,454413090,NULL,NULL
454419012,454419010,NULL,NULL
454419091,454419090,NULL,NULL
454419099,454419090,NULL,NULL
454431011,454431010,NULL,NULL
454433099,454433090,NULL,NULL
454434011,454434010,NULL,NULL
454434031,454434030,NULL,NULL
454434121,454434120,NULL,NULL
454435021,454435020,NULL,NULL
454435061,454435060,NULL,NULL
454435111,454435110,NULL,NULL
454439021,454439020,NULL,NULL
454439199,454439190,NULL,NULL
454451011,454451010,NULL,NULL
454452021,454452020,NULL,NULL
454452093,454452090,NULL,NULL
454452099,454452090,NULL,NULL
454453031,454453030,NULL,NULL
454472022,454472020,NULL,NULL
454472031,454472030,NULL,NULL
454472061,454472060,NULL,NULL
454472111,454472110,NULL,NULL
454472121,454472120,NULL,NULL
454472141,454472140,NULL,NULL
454472211,454472210,NULL,NULL
454473014,454473010,NULL,NULL
454474099,454474090,NULL,NULL
454475022,454475020,NULL,NULL
454493093,454493090,NULL,NULL
454499064,454499060,NULL,NULL
454499071,454499070,NULL,NULL
454499094,454499090,NULL,NULL
454513011,454513010,NULL,NULL
454513021,454513020,NULL,NULL
454513022,454513020,NULL,NULL
454513023,454513020,NULL,NULL
454514035,454514030,NULL,NULL
454514121,454514120,NULL,NULL
454514122,454514120,NULL,NULL
454514194,454514190,NULL,NULL
454515113,454515110,NULL,NULL
454516011,454516010,NULL,NULL
454516041,454516040,NULL,NULL
454516052,454516050,NULL,NULL
454516099,454516090,NULL,NULL
303009258,454439022,NULL,NULL
454517099,454517090,NULL,NULL
454518031,454518030,NULL,NULL
454519061,454519060,NULL,NULL
454519071,454519070,NULL,NULL
454519081,454519080,NULL,NULL
454519194,454519190,NULL,NULL
454519198,454519190,NULL,NULL
454519199,454519190,NULL,NULL
454532011,454532010,NULL,NULL
454532031,454532030,NULL,NULL
454533031,454533030,NULL,NULL
454533099,454533090,NULL,NULL
454535021,454535020,NULL,NULL
454535022,454535020,NULL,NULL
303020649,454551010,NULL,NULL
303021739,454551010,NULL,NULL
303021740,454551010,NULL,NULL
303022593,454551010,NULL,NULL
303036438,454551010,NULL,NULL
303049326,454551010,NULL,NULL
303055782,454551010,NULL,NULL
454551016,454551010,NULL,NULL
454553015,454553010,NULL,NULL
454553016,454553010,NULL,NULL
454553018,454553010,NULL,NULL
455000095,455000060,NULL,NULL
455000096,455000060,NULL,NULL
455000097,455000060,NULL,NULL
455000191,455000060,NULL,NULL
455000561,455000560,NULL,NULL
455000562,455000560,NULL,NULL
455000563,455000560,NULL,NULL
455000044,455000195,NULL,NULL
455000066,455000195,NULL,NULL
455000067,455000195,NULL,NULL
455000068,455000195,NULL,NULL
455000069,455000195,NULL,NULL
455000045,455000196,NULL,NULL
455000177,455000196,NULL,NULL
455000572,455000007,NULL,NULL
455000101,455000084,NULL,NULL
455000104,455000084,NULL,NULL
455000105,455000084,NULL,NULL
455000108,455000084,NULL,NULL
455000116,455000084,NULL,NULL
455000118,455000084,NULL,NULL
455000120,455000084,NULL,NULL
455000123,455000084,NULL,NULL
455000127,455000084,NULL,NULL
455000130,455000084,NULL,NULL
455000132,455000084,NULL,NULL
455000139,455000084,NULL,NULL
