ao_concept_id,synset_id,arabic_words,has_hypernym
27907,awn3-15319468-u,بَادِيَةٌ,False
40937,awn3-15319469-u,الابتداء العُرفي,True
40938,awn3-15319470-u,إِبْدَالٌ,True
40942,awn3-15319471-u,اِبْنٌ1,True
40943,awn3-15319472-u,الأب,True
40945,awn3-15319473-u,آبِقٌ,False
40946,awn3-15319474-u,اِبْتِلاَعٌ,True
40950,awn3-15319475-u,إبَاضِيَّةٌ|أَبَاضِيَّةٌ,True
40954,awn3-15319476-u,الاتّقان,False
40956,awn3-15319477-u,اتّصال التربيع,True
40963,awn3-15319478-u,الأجوف,False
40964,awn3-15319479-u,إِجْمالٌ,True
40966,awn3-15319480-u,اجتماع الساكنين على حدّه,True
40967,awn3-15319481-u,اجتماع الساكنين على غير حدّه,True
40968,awn3-15319482-u,إِجْمَاعٌ,True
40969,awn3-15319483-u,إِجْمَاعٌ,True
40970,awn3-15319484-u,إِجْمَاعٌ,True
40971,awn3-15319485-u,الإجماع المركّب,True
40972,awn3-15319486-u,اِجْتِهَادٌ,True
40973,awn3-15319487-u,اِجْتِهَادٌ,True
40974,awn3-15319488-u,اِجْتِهَادٌ,True
40976,awn3-15319489-u,الأجير الخاصّ,True
40977,awn3-15319490-u,الأجير المُشترَك,True
40984,awn3-15319491-u,إِجْمالٌ,True
40985,awn3-15319492-u,إِحَاطَةٌ,True
40988,awn3-15319493-u,اِحْتِيَاطٌ,True
40989,awn3-15319494-u,اِحْتِيَاطٌ,False
40990,awn3-15319495-u,الاحتباك,True
40992,awn3-15319496-u,إِحْصَارٌ,True
40993,awn3-15319497-u,إِحْصَارٌ,True
40994,awn3-15319498-u,إِحْصَارٌ,True
40995,awn3-15319499-u,إِحْصَانٌ,True
40996,awn3-15319500-u,إِحْصَانٌ,False
41002,awn3-15319501-u,أحسن الطلاق,True
41004,awn3-15319502-u,أحديّة الجمع,True
41008,awn3-15319503-u,إِخْلَاصٌ,True
41010,awn3-15319504-u,إِخْلَاصٌ,False
41013,awn3-15319505-u,إِدْغَامٌ,True
41021,awn3-15319506-u,أداء يشبه القضاء,True
41025,awn3-15319507-u,الأدعية المأثورة,True
41029,awn3-15319508-u,أَذانٌ,True
41030,awn3-15319509-u,أَذانٌ,True
41031,awn3-15319510-u,إِذْعَانٌ,True
41034,awn3-15319511-u,إِذَالَةٌ,True
41038,awn3-15319512-u,الإرسال في الحديث,True
41039,awn3-15319513-u,إِرْهاصٌ,True
41040,awn3-15319514-u,إِرْهاصٌ,True
41041,awn3-15319515-u,إِرْهاصٌ,True
41042,awn3-15319516-u,أَرْشٌ,False
41043,awn3-15319517-u,اِرْتِثاثٌ,True
41044,awn3-15319518-u,الأرين,True
41045,awn3-15319519-u,أَزَلٌ,False
41046,awn3-15319520-u,أَزَليٌّ,False
41047,awn3-15319521-u,أَزَليٌّ,False
41048,awn3-15319522-u,أَزَارِقَةٌ,True
41049,awn3-15319523-u,اِسْتِقْبَالٌ,True
41050,awn3-15319524-u,اِسْتِسْقَاءٌ,True
41051,awn3-15319525-u,اِسْتِدْلَالٌ,True
41054,awn3-15319526-u,اِسْتِفْهَامٌ,True
41055,awn3-15319527-u,اِسْتِقْراءٌ3,True
41059,awn3-15319528-u,اِسْتِحَاضَةٌ,True
41061,awn3-15319529-u,الاستطاعة والقدرة والقوة والوسع والطاقة,True
41062,awn3-15319530-u,الاستطاعة الحقيقية,True
41063,awn3-15319531-u,الاستطاعة الصحيحة,True
41068,awn3-15319532-u,اِسْتِدَارَةٌ,False
41069,awn3-15319533-u,اِسْتِدْرَاجٌ,True
41070,awn3-15319534-u,اِسْتِدْرَاجٌ,True
41071,awn3-15319535-u,اِسْتِدْرَاجٌ,True
41073,awn3-15319536-u,اِسْتِطْرَادٌ,True
41074,awn3-15319537-u,اِسْتِعَارَةٌ,True
41075,awn3-15319538-u,الاستعارة التخيليّة,True
41076,awn3-15319539-u,اِسْتِدْرَاكٌ,True
41077,awn3-15319540-u,اِسْتِدْرَاكٌ,True
41078,awn3-15319541-u,اِسْتِتْباعٌ,True
41081,awn3-15319542-u,اِسْْتِعْجَالٌ,True
41082,awn3-15319543-u,اِسْتِصْحَابٌ,True
41083,awn3-15319544-u,اِسْتِصْحَابٌ,True
41084,awn3-15319545-u,اِسْتِنْبَاطٌ,True
41085,awn3-15319546-u,اِسْتِنْبَاطٌ,True
41087,awn3-15319547-u,اِسْتِهْلَالٌ,True
41088,awn3-15319548-u,إِسْنَادٌ,True
41089,awn3-15319549-u,إِسْنَادٌ,True
41090,awn3-15319550-u,الاسناد في الحديث,True
41092,awn3-15319551-u,اسلوب الحكيم,True
41093,awn3-15319552-u,إِسْلَامٌ,False
41099,awn3-15319553-u,اسطقسات,True
41101,awn3-15319554-u,الاسم الأعظم,False
41102,awn3-15319555-u,الاسم المتمكّن,True
41104,awn3-15319556-u,الاسم التامّ,True
41105,awn3-15319557-u,الاسماء المقصورة,True
41106,awn3-15319558-u,الاسماء المنقوصة,True
41107,awn3-15319559-u,اسم إنّ وأخواتها,True
41108,awn3-15319560-u,اسم لا لنفي الجنس,True
41109,awn3-15319561-u,اسم لا لنفي الجنس,True
41110,awn3-15319562-u,اسماء الأفعال,True
41111,awn3-15319563-u,اسماء العدد,True
41112,awn3-15319564-u,اسم الفاعل,True
41113,awn3-15319565-u,اسم المفعول,True
41114,awn3-15319566-u,اسم التفضيل,True
41115,awn3-15319567-u,اسم الزمان والمكان,True
41116,awn3-15319568-u,اسم الآلة,True
41117,awn3-15319569-u,اسم الاشارة,True
41118,awn3-15319570-u,الاسم المنسوب,True
41119,awn3-15319571-u,الاسواريّة,True
41120,awn3-15319572-u,الاسكافية,True
41121,awn3-15319573-u,الاسحاقيّة,True
41122,awn3-15319574-u,إِسْمَاعِيْلِيَّةٌ,True
41123,awn3-15319575-u,إِشْمامٌ,True
41124,awn3-15319576-u,الاشربة,True
41127,awn3-15319577-u,اِشْتِقاقٌ,True
41128,awn3-15319578-u,الاشتقاق الصغير,True
41129,awn3-15319579-u,الاشتقاق الكبير,True
41130,awn3-15319580-u,الاشتقاق الأكبر,True
41131,awn3-15319581-u,الأشهر الحرم,False
41135,awn3-15319582-u,اِصْطِلاحٌ,True
41136,awn3-15319583-u,أصحاب الفرائض,True
41137,awn3-15319584-u,الأصوات,True
41140,awn3-15319585-u,الاضمار في العَروض,True
41141,awn3-15319586-u,إِضْمَارٌ,True
41142,awn3-15319587-u,أُضْحِيَةٌ|أُضْحِيَّةٌ,False
41144,awn3-15319588-u,إِطْنَابٌ,True
41145,awn3-15319589-u,إِطْنَابٌ,True
41146,awn3-15319590-u,الاطراد,True
41147,awn3-15319591-u,الأطرافيّة,True
41148,awn3-15319592-u,الأعمال,True
41153,awn3-15319593-u,إِعْتَاقٌ,True
41158,awn3-15319594-u,اِعْتِكَافٌ,True
41159,awn3-15319595-u,اِعْتِكَافٌ,True
41161,awn3-15319596-u,إِعْرابٌ,True
41162,awn3-15319597-u,أَعْرابِيٌّ,False
41164,awn3-15319598-u,إِعْلالٌ,True
41165,awn3-15319599-u,إِعْجَازٌ,True
41168,awn3-15319600-u,إِفْتَاءٌ,True
41169,awn3-15319601-u,إِفْراطٌ,True
41171,awn3-15319602-u,الأفق المبين,True
41172,awn3-15319603-u,أفعال المقاربة,True
41173,awn3-15319604-u,الأفعال الناقصة,True
41174,awn3-15319605-u,أفعال التعجّب,True
41175,awn3-15319606-u,أفعال المدح والذمّ,True
41177,awn3-15319607-u,إِقْدَامٌ,False
41179,awn3-15319608-u,اِقْتِباسٌ,True
41180,awn3-15319609-u,اِقْتِضَاءٌ,True
41181,awn3-15319610-u,اقتضاء النصّ,True
41187,awn3-15319611-u,إِلْحَاقٌ,True
41189,awn3-15319612-u,إِلْهَامٌ,True
41193,awn3-15319613-u,إِلْيَاسٌ,True
41194,awn3-15319614-u,أولو الألباب,False
41195,awn3-15319615-u,اِلْتِفَاتٌ,True
41197,awn3-15319616-u,الإمامان,True
41198,awn3-15319617-u,إِمَامٌ,True
41201,awn3-15319618-u,الأمر بالمعروف والنهي عن المنكر,True
41206,awn3-15319619-u,الإمكان العامّ,True
41208,awn3-15319620-u,أَمْرٌ1,True
41209,awn3-15319621-u,الأمر الحاضر,True
41213,awn3-15319622-u,إِمَالَةٌ,True
41215,awn3-15319623-u,إِمَامِيَّةٌ,True
41218,awn3-15319624-u,الانصداع,True
41220,awn3-15319625-u,إِنِيَةٌ,True
41221,awn3-15319626-u,أَنِينٌ,True
41223,awn3-15319627-u,الإنسان الكامل,False
41226,awn3-15319628-u,اِنْعِطَافٌ,True
41227,awn3-15319629-u,الانفعال وأن ينفعل,True
41228,awn3-15319630-u,أن يفعل,True
41232,awn3-15319631-u,الأواسط,True
41234,awn3-15319632-u,وَتَدٌ|وَتِدٌ,True
41236,awn3-15319633-u,أهل الذوق,False
41237,awn3-15319634-u,أهل الأهواء,True
41241,awn3-15319635-u,إِيمَاءٌ,False
41242,awn3-15319636-u,الايقان بالشيء,True
41244,awn3-15319637-u,إِيلَاءٌ2,True
41246,awn3-15319638-u,الآئسة,False
41249,awn3-15319639-u,الائجاز,True
41250,awn3-15319640-u,الايغال,True
41251,awn3-15319641-u,باب الأبواب,True
41252,awn3-15319642-u,بَارِقَةٌ,True
41253,awn3-15319643-u,بَاطِلٌ,False
41254,awn3-15319644-u,بَاطِلٌ,False
41255,awn3-15319645-u,بَاطِلٌ,False
41257,awn3-15319646-u,البُتَيريّة,True
41260,awn3-15319647-u,بُخْلٌ,False
41262,awn3-15319648-u,البُدّ,False
41263,awn3-15319649-u,بَدَاءٌ,True
41264,awn3-15319650-u,بَدَائِيَّةٌ,True
41266,awn3-15319651-u,بِدْعَةٌ,True
41267,awn3-15319652-u,البدلاء,True
41268,awn3-15319653-u,بَديهيٌّ,False
41274,awn3-15319654-u,براعة الاستهلال,False
41275,awn3-15319655-u,البرغوثيّة,True
41277,awn3-15319656-u,بَسِيطٌ,False
41278,awn3-15319657-u,بِشَارَةٌ,True
41279,awn3-15319658-u,البِشرِيّة,True
41282,awn3-15319659-u,البضع,True
41284,awn3-15319660-u,البلاغة في المتكلم,False
41285,awn3-15319661-u,البلاغة في الكلام,False
41287,awn3-15319662-u,البَنانيّة,True
41291,awn3-15319663-u,بيان التغيير,True
41293,awn3-15319664-u,بيان التبديل,True
41296,awn3-15319665-u,بين بين المشهور,True
41299,awn3-15319666-u,بيع الوفاء,True
41300,awn3-15319667-u,البيع بالرقم,True
41301,awn3-15319668-u,بيع الغرر,True
41302,awn3-15319669-u,بيع العينيّة,True
41303,awn3-15319670-u,بيع التجلِيّة,True
41304,awn3-15319671-u,بَيْضَاءُ,False
41305,awn3-15319672-u,البَيْهَسِيَّة,True
41306,awn3-15319673-u,تَأْنِيثٌ,True
41309,awn3-15319674-u,تَابِعٌ2,True
41311,awn3-15319675-u,التأكيد اللفظي,True
41313,awn3-15319676-u,تَأْوِيلٌ,True
41315,awn3-15319677-u,تَبَايُنٌ,True
41317,awn3-15319678-u,تَبَسُّمٌ,True
41318,awn3-15319679-u,التبوئة,True
41319,awn3-15319680-u,تَبْشِيرٌ,True
41323,awn3-15319681-u,التجَلّي الذاتي,False
41324,awn3-15319682-u,التجَلّي الصّفاتيّ,False
41326,awn3-15319683-u,التجريد في البلاغة,True
41327,awn3-15319684-u,التجنيس المضارع,True
41329,awn3-15319685-u,تجنيس التحريف,True
41330,awn3-15319686-u,تجنيس التصحيف,True
41334,awn3-15319687-u,تَحَرٍّ,True
41335,awn3-15319688-u,تَحْرِيفٌ,True
41336,awn3-15319689-u,تُحْفَةٌ,False
41338,awn3-15319690-u,تَخَلٍّ|اَلْتَّخَلِّي,True
41339,awn3-15319691-u,تَخَلْخُلٌ,True
41340,awn3-15319692-u,تَخَارُجٌ,True
41341,awn3-15319693-u,تَخَارُجٌ,True
41343,awn3-15319694-u,تخصيص العلّة,True
41346,awn3-15319695-u,تداخل العددين,True
41348,awn3-15319696-u,تَدْبِيرٌ,True
41350,awn3-15319697-u,تَدَبُّرٌ,True
41351,awn3-15319698-u,تَدَلٍّ|التَّدَلِّي,True
41352,awn3-15319699-u,التداني,True
41353,awn3-15319700-u,تَدْلِيسٌ,True
41354,awn3-15319701-u,تَدْلِيسٌ,False
41356,awn3-15319702-u,التذنيب,True
41361,awn3-15319703-u,تَرْفِيلٌ,True
41362,awn3-15319704-u,تَرْصِيعٌ,True
41364,awn3-15319705-u,تَرْخيمٌ,True
41365,awn3-15319706-u,تَرَادُفٌ,True
41366,awn3-15319707-u,تَرَادُفٌ,True
41367,awn3-15319708-u,تَرَجٍّ|التَّرَجِي,True
41368,awn3-15319709-u,الترجيع في الآذان,True
41369,awn3-15319710-u,تركة الميّت,True
41376,awn3-15319711-u,تَسَامُحٌ,False
41378,awn3-15319712-u,تَسْمِيطٌ,True
41379,awn3-15319713-u,التسبيغ,True
41380,awn3-15319714-u,تَسَرٍّ,True
41381,awn3-15319715-u,تَشْبِيهٌ,True
41383,awn3-15319716-u,التشكيك بالأولويّة,True
41384,awn3-15319717-u,التشكيك بالتقدّم والتأخّر,True
41385,awn3-15319718-u,التشكيك بالشدّة والضعف,True
41386,awn3-15319719-u,تَشْعِيثٌ,True
41387,awn3-15319720-u,تشبيب البنات,True
41392,awn3-15319721-u,تَصْحِيفٌ,True
41404,awn3-15319722-u,تَطْوِيلٌ,True
41405,awn3-15319723-u,تَعْليلٌ,True
41407,awn3-15319724-u,تَعْليلٌ,True
41410,awn3-15319725-u,تَعْقيدٌ,True
41411,awn3-15319726-u,تَعْقيدٌ,False
41413,awn3-15319727-u,التعريف الحقيقيّ,True
41414,awn3-15319728-u,التعريف اللفظيّ,True
41415,awn3-15319729-u,التعجّب,True
41417,awn3-15319730-u,التعريض في الكلام,True
41418,awn3-15319731-u,تَعْدِيَةٌ,True
41419,awn3-15319732-u,تَعْدِيَةٌ,True
41420,awn3-15319733-u,تَعْزِيرٌ,True
41421,awn3-15319734-u,تَغْلِيبٌ,True
41424,awn3-15319735-u,تَفْهِيمٌ,True
41427,awn3-15319736-u,تَفْرِيعٌ,True
41437,awn3-15319737-u,التقدّم الزمانيّ,False
41438,awn3-15319738-u,تَقْرِيبٌ,True
41439,awn3-15319739-u,تَقْرِيبٌ,True
41440,awn3-15319740-u,تَقْرِيرٌ,True
41447,awn3-15319741-u,تَقْوَى,True
41449,awn3-15319742-u,تكاثُفٌ,True
41453,awn3-15319743-u,تَلَطُّفٌ,True
41455,awn3-15319744-u,تَلْبِيسٌ,True
41456,awn3-15319745-u,تَلْوُيحٌ,True
41457,awn3-15319746-u,تَمَنٍّ|التَّمَنِّي,True
41459,awn3-15319747-u,تماثل العددين,True
41462,awn3-15319748-u,تَمْكينٌ,True
41463,awn3-15319749-u,تمليك الدَّيْن من غير مَنْ عليه الدَّيْن,True
41464,awn3-15319750-u,تَنَافٍ,True
41465,awn3-15319751-u,تَنَاهُدٌ,True
41469,awn3-15319752-u,تَنْزِيهٌ,True
41470,awn3-15319753-u,تَنْقِيحٌ,True
41471,awn3-15319754-u,تَنْقِيحٌ,True
41472,awn3-15319755-u,تَنْوِينٌ,True
41473,awn3-15319756-u,تنوين الترنّم,True
41474,awn3-15319757-u,تنوين الغالي,True
41475,awn3-15319758-u,تَنَاقُضٌ,True
41476,awn3-15319759-u,التنافر,True
41477,awn3-15319760-u,تَنْزِيلٌ,True
41478,awn3-15319761-u,تَنْزِيلٌ,True
41479,awn3-15319762-u,تَناسُخٌ,True
41481,awn3-15319763-u,تَوْلِيدٌ,True
41482,awn3-15319764-u,تَوَلُّدٌ,True
41484,awn3-15319765-u,تَوْفِيقٌ,True
41485,awn3-15319766-u,التوشيع,True
41492,awn3-15319767-u,توافق العددين,True
41494,awn3-15319768-u,تَوكُّلٌ,False
41497,awn3-15319769-u,التوبة النّصوح,True
41498,awn3-15319770-u,التوبة النّصوح,False
41500,awn3-15319771-u,تَواتُرٌ,True
41501,awn3-15319772-u,تَابِعٌ2,True
41502,awn3-15319773-u,تَابِعٌ2,False
41503,awn3-15319774-u,تَوَدُّدٌ,True
41504,awn3-15319775-u,تَوْرِيَةٌ,True
41506,awn3-15319776-u,تَهَوُّرٌ,False
41507,awn3-15319777-u,تَوَهُّمٌ,True
41509,awn3-15319778-u,تَيَمُّمٌ,True
41510,awn3-15319779-u,ثَرَمٌ,True
41512,awn3-15319780-u,الثلم,True
41513,awn3-15319781-u,ثُلَاثِيٌّ,False
41514,awn3-15319782-u,الثماميّة,True
41515,awn3-15319783-u,الثناء للشيء,True
41517,awn3-15319784-u,الجاحظيّة,True
41518,awn3-15319785-u,الجاروزيّة,True
41519,awn3-15319786-u,الجازميّة,True
41520,awn3-15319787-u,الجاري من الماء,False
41522,awn3-15319788-u,الجَبْن,True
41524,awn3-15319789-u,جُبَّائِيَّةٌ,True
41527,awn3-15319790-u,الجدّ الصحيح,True
41528,awn3-15319791-u,الجدّة الصحيحة,True
41529,awn3-15319792-u,الجِدّ,True
41531,awn3-15319793-u,الجدل,True
41533,awn3-15319794-u,جَرْسٌ,True
41534,awn3-15319795-u,الجَرْح المجرّد,True
41537,awn3-15319796-u,الجزئيّ الحقيقيّ,True
41538,awn3-15319797-u,الجزئيّ الإضافيّ,True
41541,awn3-15319798-u,الجسم التعليميّ,True
41544,awn3-15319799-u,الجَعْفَرِيّة,True
41547,awn3-15319800-u,الجلال من الصفات,False
41548,awn3-15319801-u,الجمع والتفرقة,True
41552,awn3-15319802-u,جمع المذكّر,True
41553,awn3-15319803-u,الجمع الصحيح,True
41554,awn3-15319804-u,جمع المؤنَّث,True
41555,awn3-15319805-u,جمع المكسّر,True
41556,awn3-15319806-u,جمع القلّة,True
41558,awn3-15319807-u,الجمال من الصفات,False
41559,awn3-15319808-u,الجَمَمُ,True
41561,awn3-15319809-u,الجملة المعترضة,True
41566,awn3-15319810-u,جَنَاحِيَّةٌ,True
41568,awn3-15319811-u,جُودٌ,False
41569,awn3-15319812-u,جَوْدَة الفَهم,False
41570,awn3-15319813-u,جِهَادٌ,True
41572,awn3-15319814-u,الجَهل البَسيط,False
41573,awn3-15319815-u,الجَهل المركّب,False
41574,awn3-15319816-u,جَهْمِيَّةٌ,True
41575,awn3-15319817-u,حَافِظَةٌ,True
41579,awn3-15319818-u,الحال المؤكدّة,True
41580,awn3-15319819-u,الحال المتنقلة|العِلّة الناقصة,True
41582,awn3-15319820-u,الحارثيّة,True
41583,awn3-15319821-u,الحجّ,True
41589,awn3-15319822-u,حِجَابٌ1|حِجَابٌ2,True
41590,awn3-15319823-u,حِجاب العِزّة,True
41592,awn3-15319824-u,الحدوث الذاتيّ,True
41593,awn3-15319825-u,الحدوث الزمانيّ,True
41596,awn3-15319826-u,الحَدْسيّات,True
41597,awn3-15319827-u,حَدٌّ1,True
41599,awn3-15319828-u,حَدٌّ1,True
41601,awn3-15319829-u,الحدّ التامّ,True
41602,awn3-15319830-u,الحدّ الناقص,True
41603,awn3-15319831-u,حَدٌّ1,True
41604,awn3-15319832-u,حدّ الاعجاز,False
41605,awn3-15319833-u,الحديث الصحيح,False
41606,awn3-15319834-u,الحديث القدسيّ,False
41608,awn3-15319835-u,الحذّ,True
41610,awn3-15319836-u,الحركة في الكم,True
41611,awn3-15319837-u,الحركة في الكيف,True
41612,awn3-15319838-u,الحركة في الكيف,True
41613,awn3-15319839-u,الحركة في الاين,True
41614,awn3-15319840-u,الحركة في الوضع,True
41615,awn3-15319841-u,الحركة في الوضع,True
41616,awn3-15319842-u,الحركة العرضيّة,True
41617,awn3-15319843-u,الحركة الذاتيّة,True
41618,awn3-15319844-u,الحركة القسريّة,True
41619,awn3-15319845-u,الحركة الاراديّة,True
41620,awn3-15319846-u,الحركة الإيراديّة,True
41621,awn3-15319847-u,الحركة الطبيعيّة,True
41622,awn3-15319848-u,الحركة بمعنى التوسّط,True
41623,awn3-15319849-u,الحركة بمعنى القطع,True
41626,awn3-15319850-u,الحرف الأصليّ,True
41627,awn3-15319851-u,الحرف الزائد,False
41628,awn3-15319852-u,الحروف,True
41630,awn3-15319853-u,حروف اللين,True
41631,awn3-15319854-u,حروف الجرّ,True
41639,awn3-15319855-u,الحسّ المشترك,False
41641,awn3-15319856-u,الحسن لمعنى في نفسه,False
41643,awn3-15319857-u,الحَسن من الحديث,False
41648,awn3-15319858-u,الحشو في العَروض,True
41650,awn3-15319859-u,حصر الكلّيّ في أجزائه,True
41651,awn3-15319860-u,حصر الكلّيّ في جزئيّاته,True
41653,awn3-15319861-u,الحَضرات الخمس الإلهيّة,True
41655,awn3-15319862-u,الحَفْصِيَّة,True
41662,awn3-15319863-u,حقيقة الشيء,True
41663,awn3-15319864-u,الحقيقة العقليّة,True
41664,awn3-15319865-u,حقّ اليقين,True
41668,awn3-15319866-u,حِقْدٌ,True
41669,awn3-15319867-u,حِقْدٌ,False
41675,awn3-15319868-u,الحكمة الإلهيّة,True
41676,awn3-15319869-u,الحكمة المنطوق بها,True
41677,awn3-15319870-u,الحكمة المسكوت عنها,True
41680,awn3-15319871-u,الحكم الشرعيّ,True
41681,awn3-15319872-u,الحكماء,False
41684,awn3-15319873-u,الحلول السَّريانيّ,True
41685,awn3-15319874-u,الحلول الجواري,True
41686,awn3-15319875-u,حَمْدٌ,True
41687,awn3-15319876-u,الحَمد القَوْلِيّ,True
41688,awn3-15319877-u,الحَمد الفعليّ,True
41689,awn3-15319878-u,الحَمد الحاليّ,True
41690,awn3-15319879-u,الحَمد اللغويّ,True
41691,awn3-15319880-u,الحَمد العُرفيّ,True
41692,awn3-15319881-u,حمل المواطأة,True
41695,awn3-15319882-u,الحَمْزِيَّة,True
41696,awn3-15319883-u,حَوَالَةٌ,True
41699,awn3-15319884-u,حَيْضٌ,True
41700,awn3-15319885-u,حَيْضٌ,True
41702,awn3-15319886-u,الحياة الدنيا,True
41704,awn3-15319887-u,حَياءٌ,False
41708,awn3-15319888-u,خاشِعٌ,False
41712,awn3-15319889-u,خبر كان وأخواتها,True
41713,awn3-15319890-u,خبر إنّ وأخواتها,True
41714,awn3-15319891-u,خبر لا التي لنفي الجنس,True
41715,awn3-15319892-u,خبر ما ولا المشبّهتين بليس,True
41716,awn3-15319893-u,الخبر الواحد,False
41717,awn3-15319894-u,الخبر المتواتر,False
41718,awn3-15319895-u,الخبر المتواتر,False
41719,awn3-15319896-u,خبر الكاذب,False
41721,awn3-15319897-u,خَبْنٌ,True
41723,awn3-15319898-u,الخرق الفاحش في الثوب,True
41724,awn3-15319899-u,الخراج الموظّف,True
41726,awn3-15319900-u,خَرْمٌ,True
41728,awn3-15319901-u,خَزْلٌ,True
41729,awn3-15319902-u,خَشْيَةٌ,True
41731,awn3-15319903-u,الخضر,True
41732,awn3-15319904-u,الخطّ,True
41733,awn3-15319905-u,الخطّ,False
41734,awn3-15319906-u,خَطَابَةٌ,True
41735,awn3-15319907-u,الخطابيّة,True
41736,awn3-15319908-u,الخطاء,True
41737,awn3-15319909-u,خَفِيٌّ,False
41739,awn3-15319910-u,خَلْوَةٌ,True
41740,awn3-15319911-u,الخلوة الصحيحة,True
41746,awn3-15319912-u,خُمَاسِيٌّ,True
41747,awn3-15319913-u,خُنْثَىً,False
41748,awn3-15319914-u,خُنْثَىً,False
41750,awn3-15319915-u,خَوَارِجٌ,False
41751,awn3-15319916-u,خَيَالٌ1,True
41752,awn3-15319917-u,خِيار الشرط,True
41753,awn3-15319918-u,خيار الرؤية,True
41754,awn3-15319919-u,خيار التعيين,True
41755,awn3-15319920-u,خِيار العَيب,True
41756,awn3-15319921-u,الخياطيّة,True
41759,awn3-15319922-u,الدائمة المطلقة,False
41761,awn3-15319923-u,دِبَاغَةٌ,True
41762,awn3-15319924-u,دَرْكٌ|دَرَكٌ,True
41771,awn3-15319925-u,الدلالة اللفظيّة الوضعيّة,True
41777,awn3-15319926-u,الدين والمِلّة,True
41778,awn3-15319927-u,الدَّيْن الصّحيح,True
41781,awn3-15319928-u,ذُبُولٌ,True
41782,awn3-15319929-u,ذِمَّةٌ,True
41785,awn3-15319930-u,ذو الأرحام,False
41786,awn3-15319931-u,ذو الأرحام,False
41787,awn3-15319932-u,ذو العقل,False
41788,awn3-15319933-u,ذو العين,False
41789,awn3-15319934-u,ذو العقل والعين,False
41790,awn3-15319935-u,ذِهْنٌ,True
41791,awn3-15319936-u,ذِهْنٌ,False
41792,awn3-15319937-u,رَاهِبٌ,True
41793,awn3-15319938-u,رَانٌ,True
41795,awn3-15319939-u,رُبَاعِيٌّ,False
41799,awn3-15319940-u,رَجْعَةٌ,True
41802,awn3-15319941-u,رُجُوعٌ,True
41804,awn3-15319942-u,رُخْصَةٌ,False
41805,awn3-15319943-u,رُخْصَةٌ,True
41806,awn3-15319944-u,الرَّد,True
41807,awn3-15319945-u,الرَّد,True
41808,awn3-15319946-u,الرداء,True
41810,awn3-15319947-u,الرِّزق الحَسَن,False
41811,awn3-15319948-u,الرِزاميّة,True
41813,awn3-15319949-u,رَسُولٌ,True
41814,awn3-15319950-u,الرسول في الفقه,True
41816,awn3-15319951-u,الرَّسْم التّامّ,True
41817,awn3-15319952-u,الرَّسْم النّاقص,True
41819,awn3-15319953-u,رِضَاءٌ,True
41820,awn3-15319954-u,رِضَاعٌ,True
41822,awn3-15319955-u,رُعُونَةٌ,False
41825,awn3-15319956-u,رَقِيْقَةٌ,False
41827,awn3-15319957-u,ركن الشيء,True
41828,awn3-15319958-u,ركن الشيء,True
41830,awn3-15319959-u,رَوْمٌ,True
41834,awn3-15319960-u,رَوِيٌّ2,True
41837,awn3-15319961-u,رِيَاضَةٌ,True
41838,awn3-15319962-u,رِيَاءٌ,False
41840,awn3-15319963-u,زِحَافٌ,True
41841,awn3-15319964-u,الزُّرَارِيّة,True
41842,awn3-15319965-u,الزعفرانيّة,True
41844,awn3-15319966-u,زَكَاةٌ,True
41845,awn3-15319967-u,زَكَاةٌ,True
41846,awn3-15319968-u,زَمَانٌ,True
41847,awn3-15319969-u,زُمُرُّدٌ,False
41848,awn3-15319970-u,زِنَا,True
41849,awn3-15319971-u,زُنَّارٌ,True
41850,awn3-15319972-u,زُهْدٌ,False
41851,awn3-15319973-u,زُهْدٌ,False
41857,awn3-15319974-u,سَالِكٌ,False
41859,awn3-15319975-u,السادّة,True
41860,awn3-15319976-u,سَائِمَةٌ,False
41861,awn3-15319977-u,السبر والتقسيم,True
41862,awn3-15319978-u,السبر والتقسيم,True
41865,awn3-15319979-u,السبب التامّ,True
41866,awn3-15319980-u,السبب الغير التامّ,True
41867,awn3-15319981-u,السبب الخفيف,True
41868,awn3-15319982-u,السبب الثقيل,True
41869,awn3-15319983-u,السَّبائِيّة,True
41871,awn3-15319984-u,السَّتُوقَة,False
41872,awn3-15319985-u,سَجْعٌ,True
41873,awn3-15319986-u,السَّجْع المُطَرَّف,True
41874,awn3-15319987-u,السَّجْع المُتَوارى,True
41875,awn3-15319988-u,سُدَاسِيٌّ,True
41876,awn3-15319989-u,السِّرّ,True
41880,awn3-15319990-u,سَرْمَدِيٌّ,False
41883,awn3-15319991-u,سَفْسَطَةٌ,False
41886,awn3-15319992-u,السَّفَر الأوّل,True
41887,awn3-15319993-u,السَّفَر الثاني,True
41888,awn3-15319994-u,السَّفَر الثالث,True
41889,awn3-15319995-u,السَّفَر الرّابع,True
41890,awn3-15319996-u,سَفَهٌ,False
41892,awn3-15319997-u,سَقِيمٌ,True
41897,awn3-15319998-u,سُكوتٌ,True
41899,awn3-15319999-u,السَّلم,True
41901,awn3-15320000-u,السَّلامة في علم العَروض,True
41902,awn3-15320001-u,السَّلخ,True
41903,awn3-15320002-u,السَّلب,True
41904,awn3-15320003-u,السليمانيّة,True
41906,awn3-15320004-u,سَمْتٌ,False
41907,awn3-15320005-u,سَمَاعِيٌّ,False
