ao_concept_id,synset_id,arabic_words,has_hypernym
47526,awn3-15320768-u,تَنَسُّكٌ|تَزَهُّدٌ|تَعَبُّدٌ,False
47530,awn3-15320769-u,مُشْرِقٌ|فَاتِنٌ|بَهِيٌّ,False
47544,awn3-15320770-u,لَاحَ|لَاحَ إلى|هَجَسَ,False
47578,awn3-15320771-u,خَانِقٌ|مِخْنَقَةٌ|مِخْنَقٌ,False
47611,awn3-15320772-u,اِتَّكَأَ على|عَكَزَ على,False
47616,awn3-15320773-u,مُتَيَسِّرٌ|سَهْلٌ1,False
47620,awn3-15320774-u,اِرْتَبَكَ|اِرْتَبَكَ في|تَاهَ2,False
47632,awn3-15320775-u,تَنَسُّكٌ|تَزَهُّدٌ|تَعَبُّدٌ,False
47679,awn3-15320776-u,عَسَى|لَعَلَّ|عَلٌّ,False
47681,awn3-15320777-u,مُتَعَفِّفٌ|مُكْتَفٍ|الْمُكْتَفِي,False
47682,awn3-15320778-u,قَابَحَ|قَاذِفٌ,False
47690,awn3-15320779-u,غَلْوَاءٌ|غُلْوَاءٌ|غُلَوَاءٌ,False
47691,awn3-15320780-u,عَتُدَ|تَجَهَّزَ ل|تَشَمَّرَ,False
47716,awn3-15320781-u,تَهَيُّؤٌ|تَهْيِئَةٌ|تَكْيِيفٌ,False
47727,awn3-15320782-u,بُصَاقٌ|رِيقٌ|رِيَالَةٌ,False
47731,awn3-15320783-u,جَفَأَ|أَغْثَى|أَزْبَدَ,False
47734,awn3-15320784-u,مُمْعِنٌ|مُوَاظِبٌ|مُنْهَمِكٌ,False
47739,awn3-15320785-u,دُقْمَاقٌ|مِدَقٌّ,False
47740,awn3-15320786-u,مِسْحَلٌ,False
47742,awn3-15320787-u,نَحا|نَحا إلى|اِتَّجَهَ إلى,False
47744,awn3-15320788-u,بِدَايتُهُ|مَطْلَعُهُ|أَوَّلُه,False
47755,awn3-15320789-u,غَسَقٌ|غَلَسٌ|غَبَشٌ,False
47791,awn3-15320790-u,تَخْمِيدٌ,False
47809,awn3-15320791-u,عَوّاءٌ|عُقَابٌ,False
47839,awn3-15320792-u,اِرْمَدَّ|أَشْهَبُ|رَمَادِيٌّ,False
47859,awn3-15320793-u,رُوَيْدَاً|تَمَهَّلَ في,False
47871,awn3-15320794-u,مُعْضِلٌ|مُعْجِزٌ|غامِضٌ,False
47873,awn3-15320795-u,مِجْمَرٌ|مِجْمَرَةٌ|مِبْخَرَةٌ,False
47904,awn3-15320796-u,إِغْضَابٌ|إِغَاظَةٌ|نِكايةٌ,False
47909,awn3-15320797-u,بَكّارَةٌ,False
47910,awn3-15320798-u,بُزَاقٌ|بُصَاقٌ|تُفْلٌ,False
47911,awn3-15320799-u,اِرْتَبَكَ|اِرْتَبَكَ في|سَدِرَ,False
47924,awn3-15320800-u,مُسَنَّمٌ|مُقَبَّبٌ|مُقَوَّسٌ,False
47927,awn3-15320801-u,مُتَشَابِكٌ|مُعَرْقَلٌ|مُعَقَّدٌ,False
47959,awn3-15320802-u,إِصْدَاءٌ|تَرْدِيدٌ|تَرْدَادٌ,False
47986,awn3-15320803-u,عَمِيرَةٌ,False
47988,awn3-15320804-u,بُرَادَةٌ|بَرَّادَةٌ|بَرَّادٌ,False
47989,awn3-15320805-u,تَصَبُّنٌ|صَبَّنَ|تَصَبَّنَ,False
47990,awn3-15320806-u,خَرَق حُدودَ اللِّياقة|تعَدَّى على حُقوقَ الغَيْر|تعَدَّى على مِلكِيَّة الغَيْر,False
47991,awn3-15320807-u,بِكْرٌ|عَذْرَاءُ|بَتُولٌ,False
48008,awn3-15320808-u,فَحَّ|هَسَهَسَ|هَسَّ2,False
48015,awn3-15320809-u,مُسَنَّمٌ|جَمَلُونٌ,False
48019,awn3-15320810-u,قِمِّيٌّ|فَوقِيَّةٌ|عُلْوِيٌّ,False
48023,awn3-15320811-u,سنام أ|سنام الجنب|قبة الجنب,False
48024,awn3-15320812-u,ثبّت بخيط|ثبّت بسلك|ربط بخيط,False
48029,awn3-15320813-u,ضَبْعٌ,False
48031,awn3-15320814-u,شامَةٌ|ثُؤْلُولٌ|وَحْمَةٌ,False
48033,awn3-15320815-u,رَسم باليد|رسم مخططا اجماليّاً|خَطّط باليد,False
48042,awn3-15320816-u,تْرُبِينَةٌ|عَنَفَةٌ|تُرْبِينٌ,False
48045,awn3-15320817-u,بادئة بمعنى ضد|بادئة بمعنى مضاد|بادئة بمعنى معاكس لِ,False
48051,awn3-15320818-u,بَرَّانِيٌّ|جَانِبِيٌّ,False
48058,awn3-15320819-u,فاحِشٌ|نَفِيسٌ|غَالٍ1,False
48061,awn3-15320820-u,فَحِيحٌ|هَسِيسٌ,False
48066,awn3-15320821-u,أَطْنَبَ في|غَالَى في|هَوَّلَ,False
48074,awn3-15320822-u,سَجَلَ بالتَّحزيز|سَجَلَ بالعلامات|حسَبَ بالتَّحزيز,False
48077,awn3-15320823-u,مِطْرَقَةٌ|مِدَكٌّ|مِدَقٌّ,False
48088,awn3-15320824-u,كُوس|زاوية قائمة خشبية|زاوية قائمة معدنيّة,False
48091,awn3-15320825-u,قَرْطَلٌ|سَلَّةٌ 1|مَقْطَفٌ,False
48093,awn3-15320826-u,سُنْبَاذَجٌ|سَنْفَرَةٌ|صَنْفَرَةٌ,False
48096,awn3-15320827-u,صورة عن تصميم|صورة عن مخطط|طَبْعَةٌ زرقاء,False
48098,awn3-15320828-u,عَبَّأَ ثانيةً|مَوَّن ثانيةٌ|امتلأ ثانية,False
48099,awn3-15320829-u,ميحاد|عَلَمٌ فَرْد|إنسلبرج,False
48100,awn3-15320830-u,سَحْبُ الأدواتِ داخِلَ بِئر|سَحْبُ الأدواتِ داخِلَ ماسورةٍ|سَحْبُ الأسلاكِ داخِلَ بِئر,False
48101,awn3-15320831-u,غَارْنِيت|بِجَادِيٌّ,False
48109,awn3-15320832-u,مُتَآلِفٌ|اِنْضِبَاطِيَّةٌ,False
48110,awn3-15320833-u,بادئة بمعنى أوّل|بادئة بمعنى أوّلي|بادئة بمعنى بَدْئيّ,False
48111,awn3-15320834-u,بادئة بمعنى,False
48112,awn3-15320835-u,أَدْرَجَ,False
48113,awn3-15320836-u,تَعْفِيرٌ|عَفَّرَ,False
48114,awn3-15320837-u,حافّة مائلة|حافّة مشطوبة|حافّة مشطوفة,False
48115,awn3-15320838-u,حديد مطاوع|حديدٌ مَشغول|حديدٌ مُطأوِع,False
48117,awn3-15320839-u,تفلق تشققى|تفلق تفصلى متقارب|تصفح تشقّقى,False
48122,awn3-15320840-u,طُخْرُورٌ|سِمْحَاقٌ|طَخَاءٌ,False
48135,awn3-15320841-u,تَسَلْكُتٌ|سَلْكَتَةٌ,False
48136,awn3-15320842-u,فَتَنَ1|سَبَى|سَحَرَ2,False
48151,awn3-15320843-u,تَفَلْطَحَ|اِسْتَوَى|اِسْتَوَى عَلَى,False
48159,awn3-15320844-u,خَرْقَاءُ,False
48166,awn3-15320845-u,رَجُوعِيَّةٌ,False
48171,awn3-15320846-u,رُتَيْلَاءُ|شَبَثٌ|عَنْكبوتٌ,False
48174,awn3-15320847-u,مُفْزِعٌ|مُخِيفٌ|مُرْعِبٌ,False
48178,awn3-15320848-u,سِبْطٌ|حَفِيدٌ|نَافِلَةٌ,False
48195,awn3-15320849-u,بَالٍ|مُهْتَرِئٌ|قَدِيمٌ,False
48197,awn3-15320850-u,بَهَتَ1|نَصَلَ|كَمَدَ,False
48206,awn3-15320851-u,مَرْوِيٌّ|مَحْكِيٌّ|دَائِرٌ,False
48207,awn3-15320852-u,تَرَبُّعٌ|قُرْفُصَاءُ|قُعُودٌ,False
48208,awn3-15320853-u,لَدْغَةٌ|عَضَّةٌ,False
48209,awn3-15320854-u,مُمَوِّهٌ|مُمَوَّهٌ|مُتَوَارٍ,False
48212,awn3-15320855-u,قَفْرٌ|كَئِيبٌ|مَتْرُوكٌ,False
48221,awn3-15320856-u,ضَحَّاكٌ|مُضْحِكٌ|مُهَرِّجٌ,False
48222,awn3-15320857-u,ضائِعٌ|تَائِهٌ2|تَائِهٌ1,False
48223,awn3-15320858-u,ضائِعٌ|تَائِهٌ2|تَائِهٌ1,False
48224,awn3-15320859-u,غاوٍ1|عَمِهَ|عَمِهَ في,False
48225,awn3-15320860-u,حُتَاتٌ|فُتَاتٌ|حُطَامٌ,False
48227,awn3-15320861-u,فتح الدائرة التلفونية|فتح الدائرة الكهربائية,False
48235,awn3-15320862-u,عُقَامٌ|مُسْتَعْصٍ|الْمُسْتَعْصِي,False
48245,awn3-15320863-u,أَعْزَبُ|عَازِبٌ,False
48247,awn3-15320864-u,اِنْشِطَارِيٌّ,False
48253,awn3-15320865-u,اِسْتَأثَرَ|اِسْتَأثَرَ ب|اِنْفَرَدَ بِ,False
48270,awn3-15320866-u,مَحْسُومٌ|مَشْطُوبٌ|مَحْذُوفٌ,False
48276,awn3-15320867-u,لَجَأَ إلى|اِحْتَمَى بِ|اِسْتَجَارَ بِ,False
48277,awn3-15320868-u,مُقَرِّظٌ|مَمْدُوحٌ|مَشْكُورٌ,False
48284,awn3-15320869-u,صَهِيرَةٌ|قَابِسٌ|مَصْهَرٌ,False
48290,awn3-15320870-u,فُقَّاعَةٌ|نَفْطَةٌ,False
48304,awn3-15320871-u,مُتَفَنِّنٌ|مُتَأَنِّقٌ|بَارِعٌ,False
48307,awn3-15320872-u,نَغِلَ|ضَغِنَ على|وَغِرَ على,False
48311,awn3-15320873-u,ضَفَرَ|شَبَّكَ|جَدَلَ1,False
48315,awn3-15320874-u,مِكْثَارٌ|هَذِرٌ|مِهْذَارٌ,False
48319,awn3-15320875-u,مُنْحَصِرٌ,False
48330,awn3-15320876-u,بادئة بمعنى زِيادة|بادئة بمعنى شِدّة|بادئة بمعنى فوقَ المألوف,False
48331,awn3-15320877-u,مُضَايِقٌ|خَانِقٌ,False
48338,awn3-15320878-u,اِنْتِسَابٌ|عَزْوٌ|اِنْتِمَاءٌ,False
48344,awn3-15320879-u,مُتَجَبِّرٌ|مُتَسَلِّطٌ|مُسَيْطِرٌ,False
48345,awn3-15320880-u,مُمَوَّهٌ|مُلْتَبِسٌ|مُلْتَبِسَةٌ,False
48349,awn3-15320881-u,أَنْصَفَ|أقْسَطَ,False
48350,awn3-15320882-u,مُجْبَرٌ|مُلْزَمٌ|مُكْرَهٌ,False
48353,awn3-15320883-u,مُتَقَهْقِرٌ|مُتَرَاجِعٌ|مَدْحُورٌ,False
48354,awn3-15320884-u,مُنَقٍّ|مُعَقِّمٌ|مُطَهِّرٌ,False
48367,awn3-15320885-u,بادِئة بمعنى خارجي|بادِئة بمعنى على|بادِئة بمعنى فوق,False
48368,awn3-15320886-u,مُخْتَلٌّ|مُخْتَلّةٌ|مُضْطَرِبٌ,False
48369,awn3-15320887-u,قفل الدائرة التلفونية|قفل الدائرة الكهربائية,False
48370,awn3-15320888-u,أُرخِيَّة|طَرَفٌ طَرَفٌ مُتَدَلٍّ|سِدْلة,False
48371,awn3-15320889-u,بادئة بمعنى جميع|بادئة بمعنى شامِل|بادئة بمعنى عامّ,False
48381,awn3-15320890-u,ثَقَّابَةٌ,False
48383,awn3-15320891-u,كُفَّةٌ,False
48394,awn3-15320892-u,مَسْلَكَةٌ|لَفَيفَةٌ|بَكْرَةٌ2,False
48406,awn3-15320893-u,بُشَارَةٌ|بُرَايَةٌ|قُرَاضَةٌ,False
48410,awn3-15320894-u,امتدّ تحت شيء|امتدّ عَبر شيء,False
48413,awn3-15320895-u,اِبْتِغاءً لِ|سَعْيا إلى,False
48414,awn3-15320896-u,ضائِعٌ|تَائِهٌ2|تَائِهٌ1,False
48420,awn3-15320897-u,جُمَانَةٌ|دُرَّةٌ|لُؤْلُؤٌ,False
48422,awn3-15320898-u,فَرِيدَةٌ|وَحِيدٌ,False
48431,awn3-15320899-u,عَانِسٌ,False
48435,awn3-15320900-u,تَجَهُّمٌ|اِكْفِهْرَارٌ|كَرَاهَةٌ,False
48438,awn3-15320901-u,مُوَبِّخٌ|لَائِمٌ|عَاذِلٌ1,False
48439,awn3-15320902-u,وَعْوَعَةٌ|نُبَاحٌ|ضُبَاحٌ,False
48444,awn3-15320903-u,مضخةُ تفريغ|مضخةُ نُزح|مضّخة الطين,False
48445,awn3-15320904-u,فتحة تفتيش|مدخل اليد|فُتحَةُ يَد في غلّاية,False
48453,awn3-15320905-u,زَناخَةٌ|صِنَّةٌ|نَتَنَ,False
48456,awn3-15320906-u,مُبْتَذَلٌ|سُوقِيٌّ|سَخِيفٌ,False
48458,awn3-15320907-u,اِحْتُضِرَ,False
48463,awn3-15320908-u,وَسِخٌ|وَسَخٌ|قَذَرٌ,False
48486,awn3-15320909-u,مُتَكَهِّفٌ|مُنَخْرَبٌ,False
48489,awn3-15320910-u,طَرَأَ|طَرَأَ على|عَنَّ ل,False
48493,awn3-15320911-u,حَاسِبَةٌ|حَاسِبٌ2,False
48496,awn3-15320912-u,جَائِزٌ|عَتَبَةٌ|رَافِدَةٌ,False
48505,awn3-15320913-u,اِسْتِهْزَاءٌ|هُزْءٌ|تَهَكُّمٌ,False
48515,awn3-15320914-u,لُجَّةٌ|لَجَّةٌ|تَيَّارٌ,False
48529,awn3-15320915-u,تَغَوَّطَ|خَرِئَ|تَبَرَّزَ,False
48533,awn3-15320916-u,مُغِيثٌ|صَارِخٌ,False
48535,awn3-15320917-u,مُسْتَحْسَنٌ|مُسْتَحَبٌّ|نادِرٌ,False
48538,awn3-15320918-u,هَاتِ1,False
48541,awn3-15320919-u,نصف سنام الأفقي|نصف سنام المستعرض|نصف سنام الواجهة,False
48546,awn3-15320920-u,تَفاءَلَ|تَفاءَلَ ب|تَفاءَلَ في,False
48551,awn3-15320921-u,شَادٍ|الشَّادِي|مُطْرِبٌ,False
48555,awn3-15320922-u,مُلْتَبَسٌ|مَكْتُومٌ|سِرِّيٌّ,False
48562,awn3-15320923-u,رُسَابَةٌ|قَرَارَةٌ|قُرَارَةٌ,False
48570,awn3-15320924-u,غُمَارٌ|عُبَابٌ,False
48573,awn3-15320925-u,مُتَحَضِّرٌ|مُتَطَوِّرٌ|راقَ2,False
48580,awn3-15320926-u,عُصَيَّةٌ,False
48584,awn3-15320927-u,غُرْلَةٌ|غُلْفَةٌ|قُلْفَةٌ,False
48585,awn3-15320928-u,غَيَّةٌ|غِيَّةٌ|ضَلَالٌ,False
48586,awn3-15320929-u,مَلْعُونٌ|لَعينٌ|رَجِيمٌ,False
48606,awn3-15320930-u,كثيرُ التشويش|كثيرُ الضجّة|ضاجّ,False
48616,awn3-15320931-u,وَرَعٌ|زُهْدٌ|مَخَافَةٌ,False
48634,awn3-15320932-u,مُبَذِّرٌ|مُبَعْثَرٌ|مُفَرَّقٌ,False
48635,awn3-15320933-u,تَبَعِيَّةٌ|تَابِعِيَّةٌ,False
48643,awn3-15320934-u,حَبَكَ|حَاكَ1|حَاكَ1 في,False
48644,awn3-15320935-u,قَانِطٌ|قَنُوطٌ|يائِسٌ,False
48646,awn3-15320936-u,صَلْدٌ|شَحيحٌ|بَخِيلٌ,False
48652,awn3-15320937-u,لَحْظِيٌّ|فَوْرِيٌّ|آنيٌّ,False
48662,awn3-15320938-u,مُتَغَيِّبٌ|غَائِبٌ|غَافِلٌ,False
48679,awn3-15320939-u,بَرَّادَةٌ|بَرَّادٌ|مَثْلَجَةٌ,False
48689,awn3-15320940-u,تحذير بالإشارات|إرشاد بالإشارات|وضع الصّوى,False
48693,awn3-15320941-u,غُمَارٌ|غُضونٌ|عُبَابٌ,False
48695,awn3-15320942-u,أَكْداسٌ|رُكَامٌ|كَومَةٌ,False
48700,awn3-15320943-u,رَقِيقٌ1|نَحيلٌ|دَقيقٌ,False
48709,awn3-15320944-u,بحيرة البركان|فُوَهة البركان|فوهة البركان,False
48713,awn3-15320945-u,مَرْمُوقٌ|مُحْتَرَمٌ|حَسِيبٌ,False
48717,awn3-15320946-u,تَقْيِيِرٌ|قَطْرَنَةٌ,False
48719,awn3-15320947-u,مَجْدُودٌ|بَخِيتٌ|مَحْظُوظٌ,False
48720,awn3-15320948-u,وَافٍ|الوَافي|مُتَمِّمٌ,False
48722,awn3-15320949-u,جَاسِئٌ|كَنِبٌ|جُسْأَةٌ,False
48726,awn3-15320950-u,ثُفْلٌ|ثُمَالَةٌ,False
48729,awn3-15320951-u,تَلَوَّثَ|تَنَجَّسَ|قَذُرَ,False
48734,awn3-15320952-u,خَشْخَشَةٌ|حَفِيفٌ,False
48747,awn3-15320953-u,مُتَذَبْذِبٌ|رَقَّاصٌ|نَوَّاسٌ,False
48760,awn3-15320954-u,سِنَادٌ,False
48761,awn3-15320955-u,شَبَّكَ,False
48762,awn3-15320956-u,مُحْزِنٌ|كَئِيبٌ,False
48774,awn3-15320957-u,فَارِزَةٌ|شَوْلَةٌ|فَاصِلَةٌ,False
48779,awn3-15320958-u,حفظ الجلود بالتَّمليح,False
48782,awn3-15320959-u,اكسوثِرمي|مُطلِقٌ للحرارة|طارِدٌ للحرارة,False
48790,awn3-15320960-u,دَغَلٌ,False
48791,awn3-15320961-u,صِمام استنزاف|صِمام الصرف|صِمام تصريف,False
48798,awn3-15320962-u,تكوُّن الطبقات|ترسُّب الطبقات,False
48812,awn3-15320963-u,كَظَّ|زَحَمَ|حَشَا1,False
48816,awn3-15320964-u,وِرَابٌ|تَعَرُّجٌ,False
48818,awn3-15320965-u,عَرْضٌ2,False
48819,awn3-15320966-u,مُبَدِّلٌ,False
48822,awn3-15320967-u,شَبَكَ|قَمَطَ|أَوْثَقَ,False
48825,awn3-15320968-u,سُمْرَةٌ|أُدْمَةٌ|شُهْبَةٌ,False
48842,awn3-15320969-u,مُتَسَلِّطٌ|مُسَيْطِرٌ|مُسَيْطِرَةٌ,False
48847,awn3-15320970-u,عَيَّابٌ,False
48848,awn3-15320971-u,لَبَّكَ|شَبَّكَ,False
48849,awn3-15320972-u,نِصفُ القطر|شعاع الدائرة|شعاع الكرة,False
48850,awn3-15320973-u,أحافير دَليليّة|أحافيرُ دالّة|أحافيرُ مُتَمِّزَة,False
48861,awn3-15320974-u,صَهُورٌ,False
48862,awn3-15320975-u,صَهِيرَةٌ,False
48871,awn3-15320976-u,نَفِيسٌ|غَالٍ1|كَرِيمٌ,False
48875,awn3-15320977-u,تَبْصِيرٌ|عِرَافَةٌ|كَهَانَةٌ,False
48885,awn3-15320978-u,تَثَلُّمٌ|فَلَلٌ|فَلٌّ,False
48891,awn3-15320979-u,قَفِيرٌ|سَلَّةٌ 1|قَادُوسٌ,False
48893,awn3-15320980-u,نَزَّ|تَسَيَّلَ,False
48896,awn3-15320981-u,هَازِئٌ|سَاخِرٌ|هَزْلِيٌّ,False
48903,awn3-15320982-u,نَفَقٌ|سِرْدَابٌ,False
48906,awn3-15320983-u,سَهْمِيٌّ|مُؤَسَّلٌ|مِسْمَارِيٌّ,False
48916,awn3-15320984-u,مُشِفٌّ|شَفِيفٌ|شَفّافٌ,False
48925,awn3-15320985-u,مِذْرَاةٌ|شَوْكَةٌ2,False
48931,awn3-15320986-u,كُرَوَانِيٌّ,False
48938,awn3-15320987-u,حَامضِيَّةٌ|حَمْضِيٌّ|حُمُوضَةٌ,False
48941,awn3-15320988-u,أتلف أسنان الترس|أتلف أسنان اللولب|نَحَل السِّن,False
48945,awn3-15320989-u,تَقَصٍّ|التَّقَصِّي|اِسْتِطْلَاعٌ,False
48950,awn3-15320990-u,ذَوَى|أَذْوى|فَتَرَ,False
48960,awn3-15320991-u,كِلاَسِيكِيٌّ|تَقْلِيدِيٌّ,False
48980,awn3-15320992-u,رتّب بشكلٍ مائل التدرُّج|رتّب بشكلٍ مُتعرِّج,False
48982,awn3-15320993-u,شابك بحلقات|شابك بحلقة|اتصل بحلقة,False
48985,awn3-15320994-u,تَشَدَّفَ,False
48995,awn3-15320995-u,مُصْغٍ|سَامِعٌ|مُسْتَمِعٌ,False
49000,awn3-15320996-u,دُوَارٌ|دَوَارٌ|سَدَرٌ,False
49001,awn3-15320997-u,لُسَينٌ|سَقَّاطٌ,False
49002,awn3-15320998-u,عَرْشٌ,False
49003,awn3-15320999-u,هُزْأَةٌ|أُضْحٌوكَةٌ|ضُحْكَةٌ,False
49019,awn3-15321000-u,ثَجَّاجٌ|مِرَشَّةٌ|نَضَّاحةٌ,False
49023,awn3-15321001-u,مِرْكَمٌ,False
49025,awn3-15321002-u,مُذْعِنٌ|مُنْقَادٌ|مُطاوِعٌ,False
49026,awn3-15321003-u,لَقْلَاقٌ,False
49027,awn3-15321004-u,دَيْسَمٌ,False
49032,awn3-15321005-u,أنزلَ إلى البر|أنْزَل إلى البر|أفْرغ السَّفينة,False
49037,awn3-15321006-u,المَطِيليَّة|قابليةُ المَطْل|مَمْطُوليَّة,False
49038,awn3-15321007-u,اِرْتِيَادٌ|تَقَصٍّ|التَّقَصِّي,False
49043,awn3-15321008-u,تَرَبُّدٌ|اِكْفِهْرَارٌ|تَغَيُّمٌ,False
49045,awn3-15321009-u,طُفاوَةٌ|دَارَةٌ|هَالَةٌ,False
49046,awn3-15321010-u,ذَبذباتٌ غيرُ مُضاءَلة|ذبذباتٌ مُتَواصلة|ذبذباتٌ مُستَمِرَّة,False
49048,awn3-15321011-u,جِيُوفِيزْيَائِيٌّ,False
49053,awn3-15321012-u,غْلِيسَرُولٌ|جْلِيسْرِينٌ|غْلِيسْرِينٌ,False
49055,awn3-15321013-u,دولاب المكبح|عجلة الفرملة|عجلة المكبح,False
49058,awn3-15321014-u,عديمُ الذّوَبان|غيرُ قابلٍ للانحِلال|لا يذُوب,False
49059,awn3-15321015-u,مَحْسُوبٌ|مَعْدودٌ,False
49060,awn3-15321016-u,مُحْتَفِظٌ,False
49061,awn3-15321017-u,أَسْبَتَ|إِسْبَاتٌ,False
49062,awn3-15321018-u,ألف لِتر|مِترٌ مُكَعَّب|كيلو لِتر,False
49063,awn3-15321019-u,تَوتُّرِيٌّ,False
49064,awn3-15321020-u,اِسْتِهْدَافٌ,False
49067,awn3-15321021-u,ضَئيلٌ|كَسْرِيٌّ|جُزْئِيٌّ,False
49068,awn3-15321022-u,أداة تخشين|أداة ترترة,False
49075,awn3-15321023-u,التُّربة الحَمراء|تُربة اللّاتريت,False
49077,awn3-15321024-u,تَأْبِيرٌ,False
49080,awn3-15321025-u,ثَالِثٌ,False
49082,awn3-15321026-u,مُنْسَطِحٌ,False
49087,awn3-15321027-u,علم بناء الأرض|الجيولوجية البنائية|الجيولوجية التركيبية,False
49088,awn3-15321028-u,مُتَحَرِّضٌ,False
49089,awn3-15321029-u,قَيْنَةٌ,False
49092,awn3-15321030-u,قصر البصر|تيهُ البصر|طول البصر,False
49096,awn3-15321031-u,مُقَوَّرٌ|مُفْرَغٌ|مُفَرَّغٌ,False
49098,awn3-15321032-u,طَوَّافَةٌ|هِلِيكُوبِتِرٌ|هِليُوكَبْتَر,False
49099,awn3-15321033-u,قُشَيْرَةٌ|نُدْفَةٌ,False
49103,awn3-15321034-u,تَوْصِيلِيٌّ|مُوَصِّلٌ|إِيصَالِيٌّ,False
49108,awn3-15321035-u,ما دون الأحمَر|ما دُونَ الأحمَر|دُونَ الحَمراء,False
49109,awn3-15321036-u,تَصليد المطاط بالكبريت|تَصليد المطاط بمادة|تَصليدُ المطاط بالكبريت,False
49110,awn3-15321037-u,بخار الماء المُحمَى|بخار فوق مُسخَّن|بخار مُحمَّص,False
49111,awn3-15321038-u,تَفَسْفُرٌ|تَفَسْفَرَ|فُسْفُورِيَّةٌ,False
49114,awn3-15321039-u,تِقْنٌ,False
49122,awn3-15321040-u,لُوَيْبَات|لابللِّي|حَصىً بُركاني,False
49123,awn3-15321041-u,مِتْلَافٌ|مُتَرَاكِبٌ|مُضَافٌ,False
49124,awn3-15321042-u,نَقْلُ الوَضْع بالنِّسبة لِجانِبَي المُعادلة|تَبْديلُ الوَضْع بالنِّسبة لِجانِبَي المُعادلة,False
49125,awn3-15321043-u,جَبَهَ|تَصَدَّرَ,False
49126,awn3-15321044-u,بَازَلْتْ|خَفَّافٌ,False
49129,awn3-15321045-u,أَدَمَةٌ,False
49132,awn3-15321046-u,طافِيَة جليديّة صغيرة|رُقاقة ثَلجيّة|قُرصٌ جليدي,False
49133,awn3-15321047-u,أَلُومِينَا,False
49135,awn3-15321048-u,أوبال الشمس|الأوبال الناري,False
49136,awn3-15321049-u,فَدَاحَةٌ|إِفْراطٌ,False
49140,awn3-15321050-u,بادئة بمعنى كثير|بادئة بمعنى مُتعدِّد|بادئة بمعنى مُتَعَدِّد,False
49143,awn3-15321051-u,الحاجز الصوتي|الحاجزُ الصوتيّ|الحاجِزُ الصّوتي,False
49144,awn3-15321052-u,الحامضُ البَوليّ|حامِضُ البَوليك,False
49145,awn3-15321053-u,صَفّاحٌ|سَمْكَرِيٌّ,False
49146,awn3-15321054-u,رَثْيَةٌ,False
49147,awn3-15321055-u,عَجِيجٌ,False
49150,awn3-15321056-u,أخشابٌ شبه جاهزة|أخشابٌ مُشَكَّلة,False
49152,awn3-15321057-u,أوْجُ الفعَّالية|أوْجُ النشاط|حَرَكَةٌ نَشِطة,False
49155,awn3-15321058-u,اِقْتِضَاءٌ,False
49157,awn3-15321059-u,سَفَعَ|سَفَعَ ب|أَشاطَ,False
49160,awn3-15321060-u,ثُلَاثِيٌّ,False
49165,awn3-15321061-u,مُؤْقٌ|مَآقٍ|مَذْرِفٌ,False
49167,awn3-15321062-u,مِسَجَّةٌ|مَالَجٌ|مَسْطَرِينٌ,False
49168,awn3-15321063-u,مُرَقَّقٌ|مُخَفَّفٌ|مُخَفَّفةٌ,False
49170,awn3-15321064-u,عَكِرٌ|أَغْبَشُ,False
49182,awn3-15321065-u,رَفْسَةٌ|رَكْلَةٌ,False
49184,awn3-15321066-u,جِذع شجرة جِذع شجرة معَدّ للقَطْع للقَطْع|جِذع شجرة جِذع شجرة معَدّ للنّشر للنّشر|كتله خشبية,False
49185,awn3-15321067-u,أُنبُوبَةُ فَراغ|صِمامٌ خَوائي|صِمامٌ خَوائيّ,False
49193,awn3-15321068-u,ديون متأخّرة,False
49196,awn3-15321069-u,بَهِجٌ,False
49202,awn3-15321070-u,طَرَابُلُسُ,False
49205,awn3-15321071-u,قَدِيمٌ|عَرِيقٌ,False
49206,awn3-15321072-u,فَانٍ|الفَانِي,False
49208,awn3-15321073-u,نسيان|فقدان الذاكرة,False
49214,awn3-15321074-u,غير مُلائم|غيرُ لائق|غيرُ لائِق,False
49215,awn3-15321075-u,غيرُ مَحدود|غّيرُ مَحدود|لا مُتناه,False
49216,awn3-15321076-u,خبعَ,False
49217,awn3-15321077-u,كَتَالُوجٌ,False
49218,awn3-15321078-u,مُنْحَرِفٌ,False
49226,awn3-15321079-u,هَالِيت,False
49228,awn3-15321080-u,وَافٍ|الوَافي|كَامِلٌ,False
49233,awn3-15321081-u,مُزاد الشحن|مُشحَّن|مُعزَّز التغذية,False
49234,awn3-15321082-u,نَظْرَةٌ|لَمْحَةٌ,False
49238,awn3-15321083-u,مُتَرَاصٌّ,False
49244,awn3-15321084-u,ناقِلَةُ جُنود|سفينةٌ لنَقْل الجُند|طائرةٌ لنَقْل الجُند,False
49245,awn3-15321085-u,مِتْلَافٌ|مُتَرَاكِبٌ|مُضَافٌ,False
49248,awn3-15321086-u,رُكام السّفْح|رُكامٌ صخريّ|هَشيمٌ صخريّ,False
49249,awn3-15321087-u,قَسِيمَةٌ|إِيصَالٌ|كُوبُونٌ,False
49254,awn3-15321088-u,اختصاصي أمراض النطق والكلام|أخصائي أمراض النطق والكلام,False
49256,awn3-15321089-u,أداة تمشيط في التشغيل|أداة تهذيب في التشغيل,False
49261,awn3-15321090-u,مَصْرَفٌ|مَصْرِفٌ|بَنْكٌ,False
