ili_id,pos,arabic_words,ao_concept_id
i2955,s,كُلِّيٌّ,334000033
i25832,v,تَبْصِرَةٌ,334000035
i70238,n,مُعجَم مُصطلحات,334000036
i60135,n,مُصْطَلَحٌ,334000037
i62353,n,مُشتَرك لَفظي,334000038
i80612,n,رَدائِف,334000040
i68952,n,مَنْطِقٌ,334000041
i25999,v,قَضِيّةٌ,334000045
i26266,v,مَحْمُولٌ|صِفَةٌ,334000046
i25288,v,مُقَدِّمَةٌ,334000049
i64300,n,تَوافُقْيَّةٌ,334000053
i56615,n,عُقْدَةٌ,334000057
i71363,n,قاعدة بيانات علائقية,334000063
i72766,n,لُغَة اِستِعلام,334000065
i36762,n,تَحْسِينٌ,334000066
i107450,n,تَنقيب في البَيانات,334000072
i70576,n,بَريد جَماعي,334000075
i65298,n,مَطْوِيٌّ,334000077
i69622,n,لَكْسيم|وِحدَة صَرفية,334000079
i73875,n,تَصْرِيفٌ|صِيغَةٌ,334000087
i37467,n,مُشْتَقٌّ,334000088
i30452,v,وَزْنٌ|تَفْعِيلَةٌ,334000089
i69697,n,مَصدَر فِعِل,334000090
i69718,n,ضَمِيرٌ,334000097
i69720,n,اِسْم إشارة,334000098
i68638,n,صَرْفٌ,334000105
i22382,v,اِسْتَعْرَضَ,334000106
i74598,n,ورقة تعريفية,334000108
i68947,n,أُنْطُولُوجِيَا,334000109
i28298,v,حَرْفٌ,334000180
i35747,n,رَمْزٌ|عَلَامَةٌ,334000185
i72472,n,عَلامَةُ تَرقيْم,334000190
i69695,n,اسم العلم,336001301
i6061,s,اسم جنس,367000836
i35861,n,مِهْنَةٌ,454000036
i88467,n,الادارة العليا,454111000
i38553,n,رئيس تنفيذي,454111010
i93466,n,مَسَّاحٌ,454171022
i25255,v,مُهَنْدِسٌ,454172000
i88572,n,عالم في العلوم الطبيعية,454191000
i90521,n,مُؤَرِّخٌ,454193093
i88103,n,مُسْتَشَارٌ,454211010
i34646,v,مدرس خاص|معلم خصوصي,454253040
i89038,n,مُدَرِّسٌ,454253041
i88282,n,مُصَمِّمٌ,454271020
i89277,n,مُصمِّم الأزياء,454271022
i88069,n,مُمَثِّلٌ,454272011
i89381,n,رَاقِصٌ,454272031
i71005,n,مُحَرِّرٌ,454273041
i92002,n,مُصَوِّرٌ,454274020
i91986,n,صَيْدلانيٌّ,454291050
i93911,n,طبيب بيطري,454291130
i92502,n,ممرض مسجل,454291140
i92322,n,طبيب نفسي,454291223
i93458,n,جرَّاحٌ,454291240
i88415,n,غَفيرٌ,454333011
i34570,v,طَاهٍ2,454352010
i90401,n,مدرب الحيوانات,454392010
i21983,v,حَلَّاقٌ,454395011
i33847,v,أمين الصندوق,454412010
i33869,v,أمين صندوق,454412011
i40129,n,عارض/ة أزياء,454419012
i91241,n,حَجَّارٌ,454472022
i33786,v,نَجّارٌ,454472030
i88838,n,نَجّارٌ,454472031
i89711,n,كَهْرَبَائِيٌّ,454472110
i90219,n,زَجَّاجٌ,454472120
i88418,n,خَبَّازٌ,454513010
i88419,n,خَبَّازٌ,454513011
i94177,n,عامل بالأخشاب,454517000
i93316,n,مضيفة طيران,454532030
i68278,n,تَعَلُّمٌ,455000022
i56132,n,,455000023
i67170,n,,455000024
i67172,n,,455000026
i67167,n,التكيف الفعال,455000071
i36435,n,تَعَوُّدٌ,455000182
i39764,n,تَوْعيةٌ,455000183
i61578,n,تَأَهُّبٌ|حَذَرٌ,455000256
i67309,n,حُكْمٌ,455000259
i39883,n,إِثَارَةٌ,455000265
i10561,s,,455000266
i66514,n,تَخَيُّلٌ,455000268
i6545,s,اِنْتِبَاهٌ,455000271
i66917,n,,455000272
i61462,n,,455000275
i11862,s,,455000277
i80948,n,,455000278
i61366,n,,455000279
i40289,n,,455000280
i61611,n,,455000281
i76451,n,,455000282
i64235,n,,455000283
i3805,a,,455000291
i109389,n,,455000293
i67929,n,,455000294
i64088,n,,455000295
i268,s,,455000298
i39826,n,,455000307
i5787,s,,455000308
i8565,s,,455000309
i36187,n,,455000311
i67212,n,احلام اليقظة,455000312
i61579,n,تَرْكِيزٌ,455000313
i35734,n,,455000314
i76098,n,رغبة فطرية|لبيدو,455000315
i61365,n,,455000316
i66748,n,,455000320
i66663,n,,455000321
i61560,n,,455000326
i62950,n,,455000335
i91962,n,,455000343
i39995,n,,455000349
i39423,n,غَضَبٌ,455000352
i37604,n,,455000353
i67516,n,,455000354
i63475,n,,455000355
i35279,v,,455000356
i61544,n,,455000357
i67534,n,,455000358
i110402,n,,455000359
i41585,n,,455000360
i30770,v,,455000361
i66895,n,,455000367
i30628,v,,455000368
i39426,n,,455000369
i112540,n,,455000370
i113128,n,,455000372
i3232,s,,455000373
i38301,n,,455000374
i35052,v,,455000375
i30794,v,,455000376
i76121,n,,455000382
i39419,n,,455000383
i62760,n,,455000385
i76109,n,,455000386
i76311,n,,455000387
i76318,n,,455000388
i39850,n,,455000390
i35768,n,,455000393
i62373,n,,455000394
i76358,n,,455000395
i63898,n,,455000396
i27137,v,,455000397
i61414,n,,455000398
i12761,s,,455000455
i2012,s,,455000468
i9922,s,,455000472
i2976,s,,455000492
i30644,v,,455000506
i52628,n,,455000508
i1877,s,,455000511
i27895,v,,455000512
i35789,n,,455000514
i935,s,,455000516
i30859,v,,455000518
i76110,n,,455000520
i63461,n,تقييم للشعور,455000535
i61430,n,,455000541
i27558,v,,455000546
i32367,v,,455000547
i4134,s,,455000555
i110641,n,,455000558
i116735,n,,455000560
